WaterSourceUUID,WaterSourceNativeID,WaterSourceName,WaterSourceTypeCV,WaterQualityIndicatorCV,GNISFeatureNameCV,Geometry
OR_430,430,SUMP 1                                            ,groundwater,Fresh,,
OR_431,431,SUMP 2                                            ,groundwater,Fresh,,
OR_432,432,WELLS                                             ,groundwater,Fresh,,
OR_433,433,SUMP 3                                            ,groundwater,Fresh,,
OR_434,434,SUMP                                              ,groundwater,Fresh,,
OR_435,435,WELL A                                            ,groundwater,Fresh,,
OR_436,436,WELL B                                            ,groundwater,Fresh,,
OR_437,437,WELL C                                            ,groundwater,Fresh,,
OR_438,438,SUMP WELL                                         ,groundwater,Fresh,,
OR_439,439,SUMP WELL 1                                       ,groundwater,Fresh,,
OR_440,440,SUMP WELL 2                                       ,groundwater,Fresh,,
OR_441,441,SUMP WELL 3                                       ,groundwater,Fresh,,
OR_442,442,SUMP,groundwater,Fresh,,
OR_443,443,RUFFING WELL                                      ,groundwater,Fresh,,
OR_444,444,WELL 5                                            ,groundwater,Fresh,,
OR_445,445,WELL 1,groundwater,Fresh,,
OR_446,446,A DRAIN,groundwater,Fresh,,
OR_447,447,WELL 6                                            ,groundwater,Fresh,,
OR_448,448,CROOKED CREEK/RESERVOIR 1                         ,storage,Fresh,,
OR_449,449,CROOKED CREEK/RESERVOIR 2                         ,storage,Fresh,,
OR_450,450,NORTH FORK CROOKED CREEK                          ,storage,Fresh,,
OR_451,451,UNNAMED STREAM/RESERVOIR 1                        ,storage,Fresh,,
OR_452,452,UNNAMED STREAM/RESERVOIR 2                        ,storage,Fresh,,
OR_453,453,SOUTH FORK LITTLE BUTTE CREEK,storage,Fresh,,
OR_454,454,MILL CREEK                                        ,storage,Fresh,,
OR_455,455,CUT CREEK                                         ,storage,Fresh,,
OR_456,456,SEEPAGE/EASTSIDE RESERVOIR                        ,storage,Fresh,,
OR_457,457,SEEPAGE/WESTSIDE RESERVOIR                        ,storage,Fresh,,
OR_458,458,ABES CREEK                                        ,storage,Fresh,,
OR_459,459,CROOKED CREEK/SUMP RESERVOIR 4                    ,storage,Fresh,,
OR_460,460,CROOKED CREEK/RESERVOIR 5                         ,storage,Fresh,,
OR_461,461,SIMPSON CREEK/RESERVOIR 1                         ,storage,Fresh,,
OR_462,462,SPRING CREEK/RESERVOIR 2                          ,storage,Fresh,,
OR_463,463,UNNAMED STREAM 1/RESERVOIR 1                      ,storage,Fresh,,
OR_464,464,UNNAMED STREAM 1/RESERVOIR 2                      ,storage,Fresh,,
OR_465,465,UNNAMED STREAM 3/RESERVOIR 3                      ,storage,Fresh,,
OR_466,466,CROOKED CREEK/RESERVOIR 6                         ,storage,Fresh,,
OR_467,467,CROOKED CREEK/RESERVOIR 7                         ,storage,Fresh,,
OR_468,468,JOHNSON CREEK                                     ,storage,Fresh,,
OR_469,469,SIMPSON CREEK                                     ,storage,Fresh,,
OR_470,470,UNNAMED STREAM                                    ,storage,Fresh,,
OR_471,471,UNNAMED STREAM/RESERVOIR 3                        ,storage,Fresh,,
OR_472,472,JOHNSON CREEK/RESERVOIR 2                         ,storage,Fresh,,
OR_473,473,BULL CREEK/BULL CR 1                              ,storage,Fresh,,
OR_474,474,BULL CREEK/BULL CR 2                              ,storage,Fresh,,
OR_475,475,BULL CREEK/ESIDE REC                              ,storage,Fresh,,
OR_476,476,BULL CREEK/SANDPIT REC                            ,storage,Fresh,,
OR_477,477,CAMP CREEK/CAMP CR 2                              ,storage,Fresh,,
OR_478,478,RUNOFF/WSIDE REC 1                                ,storage,Fresh,,
OR_479,479,RUNOFF/WSIDE REC 2                                ,storage,Fresh,,
OR_480,480,UNNAMED STREAM/JAY RESERVOIR 1                    ,storage,Fresh,,
OR_481,481,UNNAMED STREAM/JAY RESERVOIR 2                    ,storage,Fresh,,
OR_482,482,ROSA CREEK                                        ,storage,Fresh,,
OR_483,483,CUT CREEK/RESERVOIR 1                             ,storage,Fresh,,
OR_484,484,CUT CREEK/RESERVOIR 2                             ,storage,Fresh,,
OR_485,485,CUT CREEK/RESERVOIR 3                             ,storage,Fresh,,
OR_486,486,UNNAMED STREAM/MEYERS POND                        ,storage,Fresh,,
OR_487,487,ROSA CREEK/WILLIAMS RESERVOIR                     ,storage,Fresh,,
OR_488,488,UNNAMED STREAM/RESERVOIR                          ,storage,Fresh,,
OR_489,489,JOHNSON CREEK/RESERVOIR                           ,storage,Fresh,,
OR_490,490,UNNAMED STREAM/BUSSMANN 1                         ,storage,Fresh,,
OR_491,491,SPRING 1/RES 1                                    ,storage,Fresh,,
OR_492,492,SPRING 2/RES 2                                    ,storage,Fresh,,
OR_493,493,SPRING 3/RES 3                                    ,storage,Fresh,,
OR_494,494,SPRING 4/RES 4                                    ,storage,Fresh,,
OR_495,495,FRASIER RESERVOIR                                 ,storage,Fresh,,
OR_496,496,UNNAMED STREAM,storage,Fresh,,
OR_497,497,CHINA CREEK/MANES RESERVOIR                       ,storage,Fresh,,
OR_498,498,RUNOFF/RES 1                                      ,storage,Fresh,,
OR_499,499,RUNOFF/RES 2                                      ,storage,Fresh,,
OR_500,500,RUNOFF/RES 3                                      ,storage,Fresh,,
OR_501,501,UNNAMED STREAM/RESERVOIR 4                        ,storage,Fresh,,
OR_502,502,UNNAMED STREAM/RESERVOIR 5                        ,storage,Fresh,,
OR_503,503,DAVIS CREEK/RESERVOIR 1                           ,storage,Fresh,,
OR_504,504,DAVIS CREEK/RESERVOIR 2                           ,storage,Fresh,,
OR_505,505,DAVIS CREEK/RESERVOIR 3                           ,storage,Fresh,,
OR_506,506,DAVIS CREEK/RESERVOIR 4                           ,storage,Fresh,,
OR_507,507,DAVIS CREEK/RESERVOIR 5                           ,storage,Fresh,,
OR_508,508,DAVIS CREEK/RESERVOIR 6                           ,storage,Fresh,,
OR_509,509,SIMPSON CREEK/RESERVOIR                           ,storage,Fresh,,
OR_510,510,SUMMERS CREEK,storage,Fresh,,
OR_511,511,MILLER CREEK/SMITH RESERVOIR                      ,storage,Fresh,,
OR_512,512,RUNOFF/RES 4                                      ,storage,Fresh,,
OR_513,513,RUNOFF/RES 5                                      ,storage,Fresh,,
OR_514,514,UNNAMED STREAM 2/RESERVOIR 2                      ,storage,Fresh,,
OR_515,515,UNNAMED STREAM 4/RESERVOIR 4                      ,storage,Fresh,,
OR_516,516,UNNAMED STREAM 5/RESERVOIR 5                      ,storage,Fresh,,
OR_517,517,RUNOFF/RES 6                                      ,storage,Fresh,,
OR_518,518,RUNOFF/RES 7                                      ,storage,Fresh,,
OR_519,519,CROOKED CREEK                                     ,surface water,Fresh,,
OR_520,520,RESERVOIR 1                                       ,surface water,Fresh,,
OR_521,521,RESERVOIR 2                                       ,surface water,Fresh,,
OR_522,522,SPRING 2                                          ,surface water,Fresh,,
OR_523,523,NORTH FORK CROOKED CREEK/RESERVOIR                ,surface water,Fresh,,
OR_524,524,UNNAMED STREAM 1/RESERVOIR 1                      ,surface water,Fresh,,
OR_525,525,DAVIS CREEK/RESERVOIR                             ,surface water,Fresh,,
OR_526,526,STREAM 1                                          ,surface water,Fresh,,
OR_527,527,STREAM 2                                          ,surface water,Fresh,,
OR_528,528,EAST FORK HOOD RIVER                              ,surface water,Fresh,,
OR_529,529,WILCOX RESERVOIR                                  ,surface water,Fresh,,
OR_530,530,UMPQUA RIVER,surface water,Fresh,,
OR_531,531,CUT CREEK/CHROME RESERVOIR                        ,surface water,Fresh,,
OR_532,532,CONNER CREEK,surface water,Fresh,,
OR_533,533,TWOMILE CREEK                                     ,surface water,Fresh,,
OR_534,534,SPRING CREEK                                      ,surface water,Fresh,,
OR_535,535,ABES CREEK/RESERVOIR                              ,surface water,Fresh,,
OR_536,536,RESERVOIR 4                                       ,surface water,Fresh,,
OR_537,537,RESERVOIR 5                                       ,surface water,Fresh,,
OR_538,538,RESERVOIR 6                                       ,surface water,Fresh,,
OR_539,539,RESERVOIR 7                                       ,surface water,Fresh,,
OR_540,540,CROOKED CR/RES 2                                  ,surface water,Fresh,,
OR_541,541,SIMPSON CREEK/RESERVOIR 1                         ,surface water,Fresh,,
OR_542,542,SPRING CREEK/RESERVOIR 2                          ,surface water,Fresh,,
OR_543,543,SIMPSON CREEK                                     ,surface water,Fresh,,
OR_544,544,FERRY CREEK                                       ,surface water,Fresh,,
OR_545,545,RESERVOIR                                         ,surface water,Fresh,,
OR_546,546,SUMP/RESERVOIR                                    ,surface water,Fresh,,
OR_547,547,UNNAMED STREAM/RESERVOIR                          ,surface water,Fresh,,
OR_548,548,MILL CREEK,surface water,Fresh,,
OR_549,549,JOHNSON CREEK/RESERVOIR                           ,surface water,Fresh,,
OR_550,550,FAHYS CREEK                                       ,surface water,Fresh,,
OR_551,551,RANDOLPH SL                                       ,surface water,Fresh,,
OR_552,552,DUFORT CREEK                                      ,surface water,Fresh,,
OR_553,553,MOYA RESERVOIR                                    ,surface water,Fresh,,
OR_554,554,GREEN GULCH                                       ,surface water,Fresh,,
OR_555,555,UNNAMED STREAM 4                                  ,surface water,Fresh,,
OR_556,556,RESERVOIR 3                                       ,surface water,Fresh,,
OR_557,557,UNNAMED RESERVOIR                                 ,surface water,Fresh,,
OR_558,558,BULL CREEK                                        ,surface water,Fresh,,
OR_559,559,JAY 1 RESERVOIR                                   ,surface water,Fresh,,
OR_560,560,JAY 2 RESERVOIR                                   ,surface water,Fresh,,
OR_561,561,UNNAMED STREAM/RESERVOIR 1                        ,surface water,Fresh,,
OR_562,562,A RESERVOIR,surface water,Fresh,,
OR_563,563,TUALATIN RIVER,surface water,Fresh,,
OR_564,564,TUALATIN RIVER                                    ,surface water,Fresh,,
OR_565,565,HEATON CREEK                                      ,surface water,Fresh,,
OR_566,566,MCFEE CREEK                                       ,surface water,Fresh,,
OR_567,567,CROOKED CREEK/MEYERS                              ,surface water,Fresh,,
