Basin Code,Inflow/Outflow,Sector,Year,Quantity,Water Type,Component
PIN,Inflow,Municipal                                         ,1999,0,Groundwater                                       ,CAGRD Replenishment
PIN,Inflow,Municipal                                         ,1999,854.8874251,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Municipal                                         ,2000,28.35,Groundwater                                       ,CAGRD Replenishment
PIN,Inflow,Municipal                                         ,2000,881.5108047,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Municipal                                         ,2001,61.14,Groundwater                                       ,CAGRD Replenishment
PIN,Inflow,Municipal                                         ,2001,934.4752731,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Municipal                                         ,2002,65.84,Groundwater                                       ,CAGRD Replenishment
PIN,Inflow,Municipal                                         ,2002,1035.26167,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Municipal                                         ,2003,52.59,Groundwater                                       ,CAGRD Replenishment
PIN,Inflow,Municipal                                         ,2003,1041.219027,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Municipal                                         ,2004,100.26,Groundwater                                       ,CAGRD Replenishment
PIN,Inflow,Municipal                                         ,2004,1068.512463,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Municipal                                         ,2005,79.28,Groundwater                                       ,CAGRD Replenishment
PIN,Inflow,Municipal                                         ,2005,1150.31686,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Municipal                                         ,2006,133.93,Groundwater                                       ,CAGRD Replenishment
PIN,Inflow,Municipal                                         ,2006,1295.085217,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Municipal                                         ,2007,380.13,Groundwater                                       ,CAGRD Replenishment
PIN,Inflow,Municipal                                         ,2007,1472.034222,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Municipal                                         ,2008,141.2,Groundwater                                       ,CAGRD Replenishment
PIN,Inflow,Municipal                                         ,2008,1478.966473,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Municipal                                         ,2009,282.29,Groundwater                                       ,CAGRD Replenishment
PIN,Inflow,Municipal                                         ,2009,1474.688847,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Municipal                                         ,2010,212.68,Groundwater                                       ,CAGRD Replenishment
PIN,Inflow,Municipal                                         ,2010,1429.348055,Groundwater                                       ,Incidental Recharge
