index,SiteUUID,RegulatoryOverlayUUIDs,WaterSourceUUID,CoordinateAccuracy,CoordinateMethodCV,County,EPSGCodeCV,Geometry,GNISCodeCV,HUC12,HUC8,Latitude,Longitude,NHDNetworkStatusCV,NHDProductCV,PODorPOUSite,SiteName,SiteNativeID,SitePoint,SiteTypeCV,StateCV,USGSSiteID
8299,NDwr_S7594,,NDwr_WS1,,Unspecified,Billings,4326,,,,,47.06496,-103.41609,,,POD,Unspecified,14110101AA,,Ground Water,ND,
8300,NDwr_S7595,,NDwr_WS1,,Unspecified,Bowman,4326,,,,,45.98496,-103.08372,,,POD,Unspecified,12909920A,,Ground Water,ND,
8301,NDwr_S7596,,NDwr_WS1,,Unspecified,Grand Forks,4326,,,,,48.04624,-97.70353,,,POD,Unspecified,15305527B,,Ground Water,ND,
8302,NDwr_S7597,,NDwr_WS1,,Unspecified,McHenry,4326,,,,,48.10543,-100.51256,,,POD,Unspecified,15307701B,,Ground Water,ND,
8303,NDwr_S7598,,NDwr_WS1,,Unspecified,McHenry,4326,,,,,48.09818,-100.51251,,,POD,Unspecified,15307701C,,Ground Water,ND,
8305,NDwr_S7599,,NDwr_WS1,,Unspecified,McHenry,4326,,,,,48.10543,-100.53422,,,POD,Unspecified,15307702B,,Ground Water,ND,
8306,NDwr_S7600,,NDwr_WS1,,Unspecified,McHenry,4326,,,,,48.09821,-100.53421,,,POD,Unspecified,15307702C,,Ground Water,ND,
8307,NDwr_S7601,,NDwr_WS1,,Unspecified,McHenry,4326,,,,,48.09818,-100.52333,,,POD,Unspecified,15307702D,,Ground Water,ND,
8309,NDwr_S7602,,NDwr_WS1,,Unspecified,Sargent,4326,,,,,46.25801,-97.91862,,,POD,Unspecified,13205811C,,Ground Water,ND,
8310,NDwr_S7603,,NDwr_WS1,,Unspecified,Grand Forks,4326,,,,,47.97252,-97.59696,,,POD,Unspecified,15205420B,,Ground Water,ND,
8311,NDwr_S7604,,NDwr_WS1,,Unspecified,Grand Forks,4326,,,,,47.96531,-97.59692,,,POD,Unspecified,15205420C,,Ground Water,ND,
8312,NDwr_S7605,,NDwr_WS1,,Unspecified,Grand Forks,4326,,,,,47.98706,-97.59699,,,POD,Unspecified,15205417B,,Ground Water,ND,
8313,NDwr_S7606,,NDwr_WS1,,Unspecified,Grand Forks,4326,,,,,47.97978,-97.597,,,POD,Unspecified,15205417C,,Ground Water,ND,
8314,NDwr_S7607,,NDwr_WS1,,Unspecified,Grand Forks,4326,,,,,47.94906,-97.57535,,,POD,Unspecified,15205428CS,,Ground Water,ND,
8315,NDwr_S7608,,NDwr_WS1,,Unspecified,Grand Forks,4326,,,,,48.00162,-97.60776,,,POD,Unspecified,15205407A,,Ground Water,ND,
8316,NDwr_S7609,,NDwr_WS1,,Unspecified,Grand Forks,4326,,,,,48.00163,-97.61844,,,POD,Unspecified,15205407B,,Ground Water,ND,
8317,NDwr_S7610,,NDwr_WS1,,Unspecified,Grand Forks,4326,,,,,47.94906,-97.58348,,,POD,Unspecified,15205429DD,,Ground Water,ND,
8318,NDwr_S7611,,NDwr_WS1,,Unspecified,Grand Forks,4326,,,,,47.97979,-97.60774,,,POD,Unspecified,15205418D,,Ground Water,ND,
8319,NDwr_S7612,,NDwr_WS1,,Unspecified,Grand Forks,4326,,,,,47.95086,-97.61827,,,POD,Unspecified,15205430C,,Ground Water,ND,
8320,NDwr_S7613,,NDwr_WS1,,Unspecified,Grand Forks,4326,,,,,47.95085,-97.60768,,,POD,Unspecified,15205430D,,Ground Water,ND,
8321,NDwr_S7614,,NDwr_WS1,,Unspecified,Grand Forks,4326,,,,,47.94541,-97.60774,,,POD,Unspecified,15205431AN,,Ground Water,ND,
8322,NDwr_S7615,,NDwr_WS1,,Unspecified,Barnes,4326,,,,,46.932336,-98.412761,,,POD,Unspecified,14006120B,,Ground Water,ND,
8325,NDwr_S7616,,NDwr_WS1,,Unspecified,McHenry,4326,,,,,48.04063,-100.9015,,,POD,Unspecified,15308025C,,Ground Water,ND,
8326,NDwr_S7617,,NDwr_WS1,,Unspecified,McHenry,4326,,,,,48.03339,-100.89074,,,POD,Unspecified,15308036A,,Ground Water,ND,
8327,NDwr_S7618,,NDwr_WS1,,Unspecified,Ramsey,4326,,,,,48.08244000000001,-98.9137,,,POD,Unspecified,15306408C,,Ground Water,ND,
8328,NDwr_S7619,,NDwr_WS1,,Unspecified,Ramsey,4326,,,,,48.08246,-98.92452,,,POD,Unspecified,15306407D,,Ground Water,ND,
8330,NDwr_S7620,,NDwr_WS129,,Unspecified,Renville,4326,,,,,48.74535,-101.57862,,,POD,Unspecified,16108428B,,Surface Water,ND,
8331,NDwr_S7621,,NDwr_WS307,,Unspecified,Bottineau,4326,,,,,48.80309000000001,-101.49101,,,POD,Unspecified,16108306B,,Surface Water,ND,
8334,NDwr_S7622,,NDwr_WS1,,Unspecified,Burleigh,4326,,,,,46.90592,-100.42972,,,POD,Unspecified,14007732B,,Ground Water,ND,
8335,NDwr_S7623,,NDwr_WS1,,Unspecified,Burleigh,4326,,,,,46.90596,-100.41914,,,POD,Unspecified,14007732A,,Ground Water,ND,
8336,NDwr_S7624,,NDwr_WS309,,Unspecified,Hettinger,4326,,,,,46.35875,-102.61739,,,POD,Unspecified,13309504D,,Surface Water,ND,
8337,NDwr_S7625,,NDwr_WS35,,Unspecified,Dickey,4326,,,,,45.93968,-98.16902,,,POD,Unspecified,12906035C,,Surface Water,ND,
8338,NDwr_S7626,,NDwr_WS35,,Unspecified,Dickey,4326,,,,,45.93964,-98.14824,,,POD,Unspecified,12906036C,,Surface Water,ND,
8339,NDwr_S7627,,NDwr_WS1,,Unspecified,Sargent,4326,,,,,46.24354,-97.97328,,,POD,Unspecified,13205817DW,,Ground Water,ND,
8340,NDwr_S7628,,NDwr_WS1,,Unspecified,Sargent,4326,,,,,46.24354,-97.98116,,,POD,Unspecified,13205817C,,Ground Water,ND,
8341,NDwr_S7629,,NDwr_WS1,,Unspecified,Nelson,4326,,,,,47.80623,-98.28471,,,POD,Unspecified,15006013C,,Ground Water,ND,
8342,NDwr_S7630,,NDwr_WS1,,Unspecified,Nelson,4326,,,,,47.80628,-98.29546,,,POD,Unspecified,15006014D,,Ground Water,ND,
8343,NDwr_S7631,,NDwr_WS1,,Unspecified,Nelson,4326,,,,,47.79904000000001,-98.2955,,,POD,Unspecified,15006023A,,Ground Water,ND,
8344,NDwr_S7632,,NDwr_WS1,,Unspecified,Nelson,4326,,,,,47.79899,-98.28471,,,POD,Unspecified,15006024B,,Ground Water,ND,
8346,NDwr_S7633,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,46.91137,-99.63152,,,POD,Unspecified,14007127C,,Ground Water,ND,
8348,NDwr_S7634,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,46.91849000000001,-99.57858,,,POD,Unspecified,14007125A,,Ground Water,ND,
8349,NDwr_S7635,,NDwr_WS310,,Unspecified,McIntosh,4326,,,,,46.01612,-99.28029,,,POD,Unspecified,12906902D,,Surface Water,ND,
8350,NDwr_S7636,,NDwr_WS1,,Unspecified,Richland,4326,,,,,46.47443,-97.22356,,,POD,Unspecified,13505228D,,Ground Water,ND,
8352,NDwr_S7637,,NDwr_WS1,,Unspecified,Ransom,4326,,,,,46.5543,-97.42176,,,POD,Unspecified,13605436B,,Ground Water,ND,
8356,NDwr_S7638,,NDwr_WS1,,Unspecified,McHenry,4326,,,,,48.21774,-100.46405,,,POD,Unspecified,15507629,,Ground Water,ND,
8357,NDwr_S7639,,NDwr_WS1,,Unspecified,McHenry,4326,,,,,48.21773,-100.48566,,,POD,Unspecified,15507630,,Ground Water,ND,
8358,NDwr_S7640,,NDwr_WS1,,Unspecified,McHenry,4326,,,,,48.2214,-100.51261,,,POD,Unspecified,15507725B,,Ground Water,ND,
8359,NDwr_S7641,,NDwr_WS1,,Unspecified,McHenry,4326,,,,,48.21778,-100.53418,,,POD,Unspecified,15507726W,,Ground Water,ND,
8360,NDwr_S7642,,NDwr_WS1,,Unspecified,McHenry,4326,,,,,48.18887,-100.4695,,,POD,Unspecified,15407605W,,Ground Water,ND,
8361,NDwr_S7643,,NDwr_WS1,,Unspecified,McHenry,4326,,,,,48.19243,-100.48029,,,POD,Unspecified,15407606A,,Ground Water,ND,
8362,NDwr_S7644,,NDwr_WS1,,Unspecified,McHenry,4326,,,,,48.18886,-100.46136,,,POD,Unspecified,15407605EW,,Ground Water,ND,
8370,NDwr_S7645,,NDwr_WS311,,Unspecified,Bowman,4326,,,,,46.22373,-103.73794,,,POD,Unspecified,13210430C,,Surface Water,ND,
8371,NDwr_S7646,,NDwr_WS1,,Unspecified,Logan,4326,,,,,46.62797,-99.48138,,,POD,Unspecified,13607004A,,Ground Water,ND,
8373,NDwr_S7647,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,46.8713,-99.58969,,,POD,Unspecified,13907112W,,Ground Water,ND,
8374,NDwr_S7648,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,46.86764,-99.57917,,,POD,Unspecified,13907112D,,Ground Water,ND,
8375,NDwr_S7649,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,46.86048,-99.60024,,,POD,Unspecified,13907114A,,Ground Water,ND,
8376,NDwr_S7650,,NDwr_WS312,,Unspecified,Mercer,4326,,,,,47.39677,-101.79594,,,POD,Unspecified,14508708B,,Surface Water,ND,
8377,NDwr_S7651,,NDwr_WS1,,Unspecified,Grand Forks,4326,,,,,47.94212,-97.05236,,,POD,Unspecified,15205033A,,Ground Water,ND,
8378,NDwr_S7652,,NDwr_WS1,,Unspecified,Grand Forks,4326,,,,,47.94556,-97.05905,,,POD,Unspecified,15205033BA,,Ground Water,ND,
8379,NDwr_S7653,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,46.90415,-99.64223,,,POD,Unspecified,14007133A,,Ground Water,ND,
8380,NDwr_S7654,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,46.81752,-99.81657,,,POD,Unspecified,13907231N,,Ground Water,ND,
8381,NDwr_S7655,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,46.8102,-99.81661,,,POD,Unspecified,13907231S,,Ground Water,ND,
8382,NDwr_S7656,,NDwr_WS1,,Unspecified,Burke,4326,,,,,48.90516,-102.59533,,,POD,Unspecified,16309234A,,Ground Water,ND,
8383,NDwr_S7657,,NDwr_WS313,,Unspecified,Morton,4326,,,,,46.75014,-101.64109,,,POD,Unspecified,13808722D,,Surface Water,ND,
8384,NDwr_S7658,,NDwr_WS2,,Unspecified,Grand Forks,4326,,,,,47.89297,-97.02908,,,POD,Unspecified,15105015D,,Surface Water,ND,
8385,NDwr_S7659,,NDwr_WS1,,Unspecified,Ransom,4326,,,,,46.62714,-97.97692,,,POD,Unspecified,13605804A,,Ground Water,ND,
8386,NDwr_S7660,,NDwr_WS1,,Unspecified,Ransom,4326,,,,,46.60559,-97.99779,,,POD,Unspecified,13605808D,,Ground Water,ND,
8387,NDwr_S7661,,NDwr_WS1,,Unspecified,Ransom,4326,,,,,46.31524,-97.49566,,,POD,Unspecified,13305420D,,Ground Water,ND,
8388,NDwr_S7662,,NDwr_WS1,,Unspecified,Sargent,4326,,,,,46.23517,-97.32715,,,POD,Unspecified,13205321A,,Ground Water,ND,
8389,NDwr_S7663,,NDwr_WS314,,Unspecified,Rolette,4326,,,,,48.56303,-99.75976,,,POD,Unspecified,15907125D,,Surface Water,ND,
8390,NDwr_S7664,,NDwr_WS1,,Unspecified,Ransom,4326,,,,,46.5363,-97.43206,,,POD,Unspecified,13505402E,,Ground Water,ND,
8391,NDwr_S7665,,NDwr_WS1,,Unspecified,McHenry,4326,,,,,48.18341,-100.51514,,,POD,Unspecified,15407701CC,,Ground Water,ND,
8392,NDwr_S7666,,NDwr_WS1,,Unspecified,McHenry,4326,,,,,48.19247,-100.52319,,,POD,Unspecified,15407702A,,Ground Water,ND,
8393,NDwr_S7667,,NDwr_WS1,,Unspecified,McHenry,4326,,,,,48.19242,-100.50707,,,POD,Unspecified,15407701N,,Ground Water,ND,
8394,NDwr_S7668,,NDwr_WS1,,Unspecified,McHenry,4326,,,,,48.18701,-100.50976,,,POD,Unspecified,15407701CA,,Ground Water,ND,
8395,NDwr_S7669,,NDwr_WS1,,Unspecified,McHenry,4326,,,,,48.19247,-100.53406,,,POD,Unspecified,15407702B,,Ground Water,ND,
8396,NDwr_S7670,,NDwr_WS2,,Unspecified,Walsh,4326,,,,,48.40138,-97.30492,,,POD,Unspecified,15705223D,,Surface Water,ND,
8397,NDwr_S7671,,NDwr_WS1,,Unspecified,Stark,4326,,,,,46.86716,-102.89689,,,POD,Unspecified,13909710DA,,Ground Water,ND,
8398,NDwr_S7672,,NDwr_WS1,,Unspecified,Stark,4326,,,,,46.87804000000001,-102.89689,,,POD,Unspecified,13909703DD,,Ground Water,ND,
8399,NDwr_S7673,,NDwr_WS1,,Unspecified,Stark,4326,,,,,46.87803,-102.89161,,,POD,Unspecified,13909702CC,,Ground Water,ND,
8411,NDwr_S7674,,NDwr_WS1,,Unspecified,Stutsman,4326,,,,,47.09222000000001,-99.43408,,,POD,Unspecified,14206928B,,Ground Water,ND,
8412,NDwr_S7675,,NDwr_WS2,,Unspecified,Ward,4326,,,,,48.11538,-101.65551,,,POD,Unspecified,15408531CA,,Surface Water,ND,
8413,NDwr_S7676,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,46.88279,-99.79501,,,POD,Unspecified,13907205S,,Ground Water,ND,
8414,NDwr_S7677,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,46.89006,-99.80032,,,POD,Unspecified,13907205B,,Ground Water,ND,
8415,NDwr_S7678,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,46.8901,-99.81076,,,POD,Unspecified,13907206A,,Ground Water,ND,
8416,NDwr_S7679,,NDwr_WS1,,Unspecified,Ransom,4326,,,,,46.6057,-97.96651,,,POD,Unspecified,13605810C,,Ground Water,ND,
8418,NDwr_S7680,,NDwr_WS1,,Unspecified,Ransom,4326,,,,,46.59838,-97.97685,,,POD,Unspecified,13605816A,,Ground Water,ND,
8419,NDwr_S7681,,NDwr_WS298,,Unspecified,Billings,4326,,,,,47.19395,-103.13332,,,POD,Unspecified,14309820B,,Surface Water,ND,
8420,NDwr_S7682,,NDwr_WS315,,Unspecified,Richland,4326,,,,,46.08464,-96.95449,,,POD,Unspecified,13005009D,,Surface Water,ND,
8421,NDwr_S7683,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,47.14336,-99.497,,,POD,Unspecified,14207001C,,Ground Water,ND,
8422,NDwr_S7684,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,47.12181,-99.59246,,,POD,Unspecified,14207018A,,Ground Water,ND,
8423,NDwr_S7685,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,47.11454000000001,-99.59244,,,POD,Unspecified,14207018D,,Ground Water,ND,
8424,NDwr_S7686,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,46.77397,-99.78052,,,POD,Unspecified,13807216B,,Ground Water,ND,
8425,NDwr_S7687,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,46.7957,-99.75365,,,POD,Unspecified,13807203S,,Ground Water,ND,
8426,NDwr_S7688,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,46.78113,-99.76953,,,POD,Unspecified,13807209D,,Ground Water,ND,
8427,NDwr_S7689,,NDwr_WS1,,Unspecified,Richland,4326,,,,,46.09009,-97.14056,,,POD,Unspecified,13005212A,,Ground Water,ND,
8431,NDwr_S7690,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,47.09983,-99.50785,,,POD,Unspecified,14207023D,,Ground Water,ND,
8433,NDwr_S7691,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,47.09982,-99.49722,,,POD,Unspecified,14207024C,,Ground Water,ND,
8434,NDwr_S7692,,NDwr_WS36,,Unspecified,Barnes,4326,,,,,46.72533,-98.15523,,,POD,Unspecified,13805932,,Surface Water,ND,
8438,NDwr_S7693,,NDwr_WS1,,Unspecified,Richland,4326,,,,,46.09782,-97.09945,,,POD,Unspecified,13005105D,,Ground Water,ND,
8439,NDwr_S7694,,NDwr_WS316,,Unspecified,Ramsey,4326,,,,,48.34345,-99.0866,,,POD,Unspecified,15606612C,,Surface Water,ND,
8440,NDwr_S7695,,NDwr_WS240,,Unspecified,Ramsey,4326,,,,,48.35066,-99.08663,,,POD,Unspecified,15606612B,,Surface Water,ND,
8441,NDwr_S7696,,NDwr_WS240,,Unspecified,Ramsey,4326,,,,,48.32892,-99.09748,,,POD,Unspecified,15606614D,,Surface Water,ND,
8442,NDwr_S7697,,NDwr_WS1,,Unspecified,Grand Forks,4326,,,,,47.92204,-97.67222,,,POD,Unspecified,15105503D,,Ground Water,ND,
8443,NDwr_S7698,,NDwr_WS1,,Unspecified,Grand Forks,4326,,,,,47.92931,-97.68296,,,POD,Unspecified,15105503B,,Ground Water,ND,
8444,NDwr_S7699,,NDwr_WS1,,Unspecified,Grand Forks,4326,,,,,47.92929,-97.67223,,,POD,Unspecified,15105503A,,Ground Water,ND,
8445,NDwr_S7700,,NDwr_WS1,,Unspecified,Ransom,4326,,,,,46.29338,-97.49567,,,POD,Unspecified,13305432A,,Ground Water,ND,
8447,NDwr_S7701,,NDwr_WS1,,Unspecified,Eddy,4326,,,,,47.73396,-98.69161,,,POD,Unspecified,14906311C,,Ground Water,ND,
8448,NDwr_S7702,,NDwr_WS75,,Unspecified,McKenzie,4326,,,,,47.84098,-103.95804,,,POD,Unspecified,15010402,,Surface Water,ND,
8452,NDwr_S7703,,NDwr_WS2,,Unspecified,Stark,4326,,,,,46.86514,-102.72141,,,POD,Unspecified,13909507C,,Surface Water,ND,
8453,NDwr_S7704,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,46.87544000000001,-99.76881,,,POD,Unspecified,13907209A,,Ground Water,ND,
8454,NDwr_S7705,,NDwr_WS1,,Unspecified,Emmons,4326,,,,,46.22182,-100.29851,,,POD,Unspecified,13207727D,,Ground Water,ND,
8455,NDwr_S7706,,NDwr_WS1,,Unspecified,Grand Forks,4326,,,,,47.8566,-97.51108,,,POD,Unspecified,15105436B,,Ground Water,ND,
8456,NDwr_S7707,,NDwr_WS1,,Unspecified,Grand Forks,4326,,,,,47.84931,-97.51108,,,POD,Unspecified,15105436C,,Ground Water,ND,
8457,NDwr_S7708,,NDwr_WS1,,Unspecified,Grand Forks,4326,,,,,47.83481,-97.51107,,,POD,Unspecified,15005401C,,Ground Water,ND,
8460,NDwr_S7709,,NDwr_WS1,,Unspecified,Grand Forks,4326,,,,,47.83483,-97.52185,,,POD,Unspecified,15005402D,,Ground Water,ND,
8461,NDwr_S7710,,NDwr_WS1,,Unspecified,Walsh,4326,,,,,48.27994,-97.79251,,,POD,Unspecified,15505601BB,,Ground Water,ND,
8462,NDwr_S7711,,NDwr_WS1,,Unspecified,Walsh,4326,,,,,48.27631,-97.79252,,,POD,Unspecified,15505601BC,,Ground Water,ND,
8465,NDwr_S7712,,NDwr_WS1,,Unspecified,Walsh,4326,,,,,48.29449,-97.79787,,,POD,Unspecified,15605635AA,,Ground Water,ND,
8471,NDwr_S7713,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,46.88931,-99.56856,,,POD,Unspecified,13907006B,,Ground Water,ND,
8472,NDwr_S7714,,NDwr_WS1,,Unspecified,Williams,4326,,,,,48.52142,-103.62981,,,POD,Unspecified,15810008D,,Ground Water,ND,
8473,NDwr_S7715,,NDwr_WS45,,Unspecified,Walsh,4326,,,,,48.43052,-97.35905,,,POD,Unspecified,15705209C,,Surface Water,ND,
8474,NDwr_S7716,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,46.83201,-99.81125,,,POD,Unspecified,13907230A,,Ground Water,ND,
8475,NDwr_S7717,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,46.832,-99.82164,,,POD,Unspecified,13907230B,,Ground Water,ND,
8476,NDwr_S7718,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,46.8248,-99.82167,,,POD,Unspecified,13907230C,,Ground Water,ND,
8478,NDwr_S7719,,NDwr_WS1,,Unspecified,Wells,4326,,,,,47.55148,-99.31394,,,POD,Unspecified,14706815E,,Ground Water,ND,
8479,NDwr_S7720,,NDwr_WS1,,Unspecified,Wells,4326,,,,,47.55506,-99.29265,,,POD,Unspecified,14706814A,,Ground Water,ND,
8480,NDwr_S7721,,NDwr_WS1,,Unspecified,Wells,4326,,,,,47.55508,-99.30327,,,POD,Unspecified,14706814B,,Ground Water,ND,
8484,NDwr_S7722,,NDwr_WS1,,Unspecified,LaMoure,4326,,,,,46.34439,-98.25948,,,POD,Unspecified,13306008C,,Ground Water,ND,
8485,NDwr_S7723,,NDwr_WS1,,Unspecified,LaMoure,4326,,,,,46.34439,-98.24899,,,POD,Unspecified,13306008D,,Ground Water,ND,
8486,NDwr_S7724,,NDwr_WS317,,Unspecified,Hettinger,4326,,,,,46.55574,-102.25411,,,POD,Unspecified,13609233B,,Surface Water,ND,
8487,NDwr_S7725,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,46.88258,-99.69495,,,POD,Unspecified,13907106C,,Ground Water,ND,
8488,NDwr_S7726,,NDwr_WS1,,Unspecified,Williams,4326,,,,,48.56489000000001,-103.62967,,,POD,Unspecified,15910029D,,Ground Water,ND,
8489,NDwr_S7727,,NDwr_WS77,,Unspecified,Emmons,4326,,,,,46.25229,-100.16764,,,POD,Unspecified,13207614CB,,Surface Water,ND,
8491,NDwr_S7728,,NDwr_WS2,,Unspecified,Ransom,4326,,,,,46.39455,-97.67368,,,POD,Unspecified,13405625B,,Surface Water,ND,
8492,NDwr_S7729,,NDwr_WS1,,Unspecified,Stutsman,4326,,,,,47.09953,-99.44464,,,POD,Unspecified,14206920D,,Ground Water,ND,
8493,NDwr_S7730,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,47.04904000000001,-99.49701,,,POD,Unspecified,14107012B,,Ground Water,ND,
8494,NDwr_S7731,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,47.0418,-99.48654,,,POD,Unspecified,14107012D,,Ground Water,ND,
8495,NDwr_S7732,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,47.07088,-99.51563,,,POD,Unspecified,14207035CE,,Ground Water,ND,
8496,NDwr_S7733,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,47.07089000000001,-99.50766,,,POD,Unspecified,14207035D,,Ground Water,ND,
8497,NDwr_S7734,,NDwr_WS1,,Unspecified,Ransom,4326,,,,,46.35134,-97.62142,,,POD,Unspecified,13305508A,,Ground Water,ND,
8498,NDwr_S7735,,NDwr_WS1,,Unspecified,Ransom,4326,,,,,46.35138,-97.6109,,,POD,Unspecified,13305509B,,Ground Water,ND,
8499,NDwr_S7736,,NDwr_WS1,,Unspecified,Ransom,4326,,,,,46.34409,-97.61091,,,POD,Unspecified,13305509C,,Ground Water,ND,
8500,NDwr_S7737,,NDwr_WS1,,Unspecified,Wells,4326,,,,,47.54783,-99.29264,,,POD,Unspecified,14706814D,,Ground Water,ND,
8501,NDwr_S7738,,NDwr_WS1,,Unspecified,Wells,4326,,,,,47.54783,-99.30328,,,POD,Unspecified,14706814C,,Ground Water,ND,
8504,NDwr_S7739,,NDwr_WS298,,Unspecified,Griggs,4326,,,,,47.5328,-98.06526,,,POD,Unspecified,14705821C,,Surface Water,ND,
8505,NDwr_S7740,,NDwr_WS35,,Unspecified,Stutsman,4326,,,,,46.91726,-98.7181,,,POD,Unspecified,14006426A,,Surface Water,ND,
8506,NDwr_S7741,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,47.06022,-99.6027,,,POD,Unspecified,14107006W,,Ground Water,ND,
8507,NDwr_S7742,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,47.06023,-99.62391,,,POD,Unspecified,14107101W,,Ground Water,ND,
8508,NDwr_S7743,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,47.06028,-99.61328,,,POD,Unspecified,14107101E,,Ground Water,ND,
8510,NDwr_S7744,,NDwr_WS1,,Unspecified,Stutsman,4326,,,,,46.85942,-98.59195,,,POD,Unspecified,13906314A,,Ground Water,ND,
8511,NDwr_S7745,,NDwr_WS1,,Unspecified,Stutsman,4326,,,,,46.85938,-98.60258,,,POD,Unspecified,13906314B,,Ground Water,ND,
8512,NDwr_S7746,,NDwr_WS1,,Unspecified,Burleigh,4326,,,,,46.77571,-100.35779,,,POD,Unspecified,13807714A,,Ground Water,ND,
8513,NDwr_S7747,,NDwr_WS298,,Unspecified,Burleigh,4326,,,,,46.84174,-100.75705,,,POD,Unspecified,13908022D,,Surface Water,ND,
8514,NDwr_S7748,,NDwr_WS298,,Unspecified,Burleigh,4326,,,,,46.83449,-100.75714,,,POD,Unspecified,13908027A,,Surface Water,ND,
8517,NDwr_S7749,,NDwr_WS1,,Unspecified,Ransom,4326,,,,,46.41666,-97.93515,,,POD,Unspecified,13405814D,,Ground Water,ND,
8518,NDwr_S7750,,NDwr_WS2,,Unspecified,Grand Forks,4326,,,,,48.13924,-97.28199,,,POD,Unspecified,15405223D,,Surface Water,ND,
8519,NDwr_S7751,,NDwr_WS1,,Unspecified,McHenry,4326,,,,,48.13286,-100.63147,,,POD,Unspecified,15407825AS,,Ground Water,ND,
8521,NDwr_S7752,,NDwr_WS1,,Unspecified,Towner,4326,,,,,48.49744000000001,-99.19347,,,POD,Unspecified,15806620A,,Ground Water,ND,
8522,NDwr_S7753,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,47.0926,-99.4972,,,POD,Unspecified,14207025B,,Ground Water,ND,
8523,NDwr_S7754,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,47.09255,-99.50776,,,POD,Unspecified,14207026A,,Ground Water,ND,
8524,NDwr_S7755,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,47.085326,-99.507685,,,POD,Unspecified,14207026D,,Ground Water,ND,
8526,NDwr_S7756,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,46.915461,-99.768324,,,POD,Unspecified,14007228E,,Ground Water,ND,
8527,NDwr_S7757,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,46.91911,-99.77632,,,POD,Unspecified,14007228BE,,Ground Water,ND,
8528,NDwr_S7758,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,46.91183,-99.77634,,,POD,Unspecified,14007228CE,,Ground Water,ND,
8529,NDwr_S7759,,NDwr_WS282,,Unspecified,Cass,4326,,,,,46.82949,-96.88811,,,POD,Unspecified,13904929A,,Surface Water,ND,
8530,NDwr_S7760,,NDwr_WS318,,Unspecified,Bottineau,4326,,,,,48.75914,-100.48436,,,POD,Unspecified,16107623B,,Surface Water,ND,
8535,NDwr_S7761,,NDwr_WS1,,Unspecified,Oliver,4326,,,,,47.28977,-101.098,,,POD,Unspecified,14408217S,,Ground Water,ND,
8536,NDwr_S7762,,NDwr_WS1,,Unspecified,McKenzie,4326,,,,,47.85913,-103.85641,,,POD,Unspecified,15110334B,,Ground Water,ND,
8537,NDwr_S7763,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,47.11456,-99.64256,,,POD,Unspecified,14207114CE,,Ground Water,ND,
8538,NDwr_S7764,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,47.07836,-99.66622,,,POD,Unspecified,14207134B,,Ground Water,ND,
8539,NDwr_S7765,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,47.07112,-99.66621,,,POD,Unspecified,14207134C,,Ground Water,ND,
8540,NDwr_S7766,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,47.11456,-99.63735,,,POD,Unspecified,14207114DW,,Ground Water,ND,
