OID_,Join_Count,TARGET_FID,SiteUUID,Longitude,Latitude,Basin_Numb,Basin_Subb,Basin_Name,Basin_Su_1,Priority,GlobalID
20428,1,20428,CAwr_S28792,-120.4032,41.6787,5-001,5-001.01,GOOSE LAKE,GOOSE LAKE - GOOSE VALLEY,Very Low,{2E3943B4-3420-49DF-9768-C7E2C4DB0302}
22274,1,22274,CAwr_S30505,-120.3658,41.6677,5-001,5-001.01,GOOSE LAKE,GOOSE LAKE - GOOSE VALLEY,Very Low,{2E3943B4-3420-49DF-9768-C7E2C4DB0302}
24251,1,24251,CAwr_S32328,-120.4057,41.6718,5-001,5-001.01,GOOSE LAKE,GOOSE LAKE - GOOSE VALLEY,Very Low,{2E3943B4-3420-49DF-9768-C7E2C4DB0302}
24254,1,24254,CAwr_S32330,-120.3846,41.6832,5-001,5-001.01,GOOSE LAKE,GOOSE LAKE - GOOSE VALLEY,Very Low,{2E3943B4-3420-49DF-9768-C7E2C4DB0302}
24255,1,24255,CAwr_S32331,-120.3897,41.6801,5-001,5-001.01,GOOSE LAKE,GOOSE LAKE - GOOSE VALLEY,Very Low,{2E3943B4-3420-49DF-9768-C7E2C4DB0302}
24908,1,24908,CAwr_S32953,-120.3634,41.669,5-001,5-001.01,GOOSE LAKE,GOOSE LAKE - GOOSE VALLEY,Very Low,{2E3943B4-3420-49DF-9768-C7E2C4DB0302}
25957,1,25957,CAwr_S33937,-120.3833,41.661,5-001,5-001.01,GOOSE LAKE,GOOSE LAKE - GOOSE VALLEY,Very Low,{2E3943B4-3420-49DF-9768-C7E2C4DB0302}
25958,1,25958,CAwr_S33938,-120.3849,41.6646,5-001,5-001.01,GOOSE LAKE,GOOSE LAKE - GOOSE VALLEY,Very Low,{2E3943B4-3420-49DF-9768-C7E2C4DB0302}
26190,1,26190,CAwr_S34150,-120.3889025,41.67905814,5-001,5-001.01,GOOSE LAKE,GOOSE LAKE - GOOSE VALLEY,Very Low,{2E3943B4-3420-49DF-9768-C7E2C4DB0302}
27062,1,27062,CAwr_S34970,-120.4121,41.6694,5-001,5-001.01,GOOSE LAKE,GOOSE LAKE - GOOSE VALLEY,Very Low,{2E3943B4-3420-49DF-9768-C7E2C4DB0302}
27775,1,27775,CAwr_S35640,-120.3761,41.662,5-001,5-001.01,GOOSE LAKE,GOOSE LAKE - GOOSE VALLEY,Very Low,{2E3943B4-3420-49DF-9768-C7E2C4DB0302}
40516,1,40516,CAwr_S48305,-120.37447,41.73704674,5-001,5-001.01,GOOSE LAKE,GOOSE LAKE - GOOSE VALLEY,Very Low,{2E3943B4-3420-49DF-9768-C7E2C4DB0302}
41295,1,41295,CAwr_S49023,-120.3848024,41.68202078,5-001,5-001.01,GOOSE LAKE,GOOSE LAKE - GOOSE VALLEY,Very Low,{2E3943B4-3420-49DF-9768-C7E2C4DB0302}
43342,1,43342,CAwr_S50887,-120.3692146,41.80106107,5-001,5-001.01,GOOSE LAKE,GOOSE LAKE - GOOSE VALLEY,Very Low,{2E3943B4-3420-49DF-9768-C7E2C4DB0302}
46261,1,46261,CAwr_S53547,-120.3807783,41.72642989,5-001,5-001.01,GOOSE LAKE,GOOSE LAKE - GOOSE VALLEY,Very Low,{2E3943B4-3420-49DF-9768-C7E2C4DB0302}
51074,1,51074,CAwr_S57968,-120.3752417,41.69108321,5-001,5-001.01,GOOSE LAKE,GOOSE LAKE - GOOSE VALLEY,Very Low,{2E3943B4-3420-49DF-9768-C7E2C4DB0302}
51075,1,51075,CAwr_S57969,-120.3749741,41.68709959,5-001,5-001.01,GOOSE LAKE,GOOSE LAKE - GOOSE VALLEY,Very Low,{2E3943B4-3420-49DF-9768-C7E2C4DB0302}
58430,1,58430,CAwr_S9806,-120.3661862,41.72389392,5-001,5-001.01,GOOSE LAKE,GOOSE LAKE - GOOSE VALLEY,Very Low,{2E3943B4-3420-49DF-9768-C7E2C4DB0302}
38,1,38,CAwr_S10030,-120.3390614,41.90276192,5-001,5-001.02,GOOSE LAKE,GOOSE LAKE - FANDANGO VALLEY,Very Low,{90F01B8B-E589-42E0-AF8E-47A9BE661B83}
881,1,881,CAwr_S10803,-120.3203962,41.90974152,5-001,5-001.02,GOOSE LAKE,GOOSE LAKE - FANDANGO VALLEY,Very Low,{90F01B8B-E589-42E0-AF8E-47A9BE661B83}
882,1,882,CAwr_S10804,-120.3244327,41.90993648,5-001,5-001.02,GOOSE LAKE,GOOSE LAKE - FANDANGO VALLEY,Very Low,{90F01B8B-E589-42E0-AF8E-47A9BE661B83}
2742,1,2742,CAwr_S12510,-120.3376402,41.86731021,5-001,5-001.02,GOOSE LAKE,GOOSE LAKE - FANDANGO VALLEY,Very Low,{90F01B8B-E589-42E0-AF8E-47A9BE661B83}
3156,1,3156,CAwr_S12885,-120.3127413,41.9643834,5-001,5-001.02,GOOSE LAKE,GOOSE LAKE - FANDANGO VALLEY,Very Low,{90F01B8B-E589-42E0-AF8E-47A9BE661B83}
3785,1,3785,CAwr_S13459,-120.2558688,41.83565682,5-001,5-001.02,GOOSE LAKE,GOOSE LAKE - FANDANGO VALLEY,Very Low,{90F01B8B-E589-42E0-AF8E-47A9BE661B83}
5012,1,5012,CAwr_S14582,-120.303975,41.96919701,5-001,5-001.02,GOOSE LAKE,GOOSE LAKE - FANDANGO VALLEY,Very Low,{90F01B8B-E589-42E0-AF8E-47A9BE661B83}
18946,1,18946,CAwr_S27421,-120.3152,41.8892,5-001,5-001.02,GOOSE LAKE,GOOSE LAKE - FANDANGO VALLEY,Very Low,{90F01B8B-E589-42E0-AF8E-47A9BE661B83}
19597,1,19597,CAwr_S28020,-120.3396,41.897,5-001,5-001.02,GOOSE LAKE,GOOSE LAKE - FANDANGO VALLEY,Very Low,{90F01B8B-E589-42E0-AF8E-47A9BE661B83}
22315,1,22315,CAwr_S30543,-120.3075,41.9396,5-001,5-001.02,GOOSE LAKE,GOOSE LAKE - FANDANGO VALLEY,Very Low,{90F01B8B-E589-42E0-AF8E-47A9BE661B83}
22643,1,22643,CAwr_S30841,-120.3098361,41.9629694,5-001,5-001.02,GOOSE LAKE,GOOSE LAKE - FANDANGO VALLEY,Very Low,{90F01B8B-E589-42E0-AF8E-47A9BE661B83}
23081,1,23081,CAwr_S31243,-120.3484,41.8965,5-001,5-001.02,GOOSE LAKE,GOOSE LAKE - FANDANGO VALLEY,Very Low,{90F01B8B-E589-42E0-AF8E-47A9BE661B83}
23082,1,23082,CAwr_S31244,-120.3423,41.8951,5-001,5-001.02,GOOSE LAKE,GOOSE LAKE - FANDANGO VALLEY,Very Low,{90F01B8B-E589-42E0-AF8E-47A9BE661B83}
27803,1,27803,CAwr_S35666,-120.3395,41.8924,5-001,5-001.02,GOOSE LAKE,GOOSE LAKE - FANDANGO VALLEY,Very Low,{90F01B8B-E589-42E0-AF8E-47A9BE661B83}
43334,1,43334,CAwr_S5088,-120.3354075,41.94069339,5-001,5-001.02,GOOSE LAKE,GOOSE LAKE - FANDANGO VALLEY,Very Low,{90F01B8B-E589-42E0-AF8E-47A9BE661B83}
43458,1,43458,CAwr_S50992,-120.2743545,41.84443885,5-001,5-001.02,GOOSE LAKE,GOOSE LAKE - FANDANGO VALLEY,Very Low,{90F01B8B-E589-42E0-AF8E-47A9BE661B83}
44259,1,44259,CAwr_S51722,-120.2296405,41.81481564,5-001,5-001.02,GOOSE LAKE,GOOSE LAKE - FANDANGO VALLEY,Very Low,{90F01B8B-E589-42E0-AF8E-47A9BE661B83}
47362,1,47362,CAwr_S54578,-120.3446605,41.89476133,5-001,5-001.02,GOOSE LAKE,GOOSE LAKE - FANDANGO VALLEY,Very Low,{90F01B8B-E589-42E0-AF8E-47A9BE661B83}
48518,1,48518,CAwr_S55636,-120.3278897,41.88967658,5-001,5-001.02,GOOSE LAKE,GOOSE LAKE - FANDANGO VALLEY,Very Low,{90F01B8B-E589-42E0-AF8E-47A9BE661B83}
49584,1,49584,CAwr_S56600,-120.3077426,41.97281911,5-001,5-001.02,GOOSE LAKE,GOOSE LAKE - FANDANGO VALLEY,Very Low,{90F01B8B-E589-42E0-AF8E-47A9BE661B83}
58501,1,58501,CAwr_S9871,-120.3295571,41.9106957,5-001,5-001.02,GOOSE LAKE,GOOSE LAKE - FANDANGO VALLEY,Very Low,{90F01B8B-E589-42E0-AF8E-47A9BE661B83}
39,1,39,CAwr_S10031,-120.5243207,41.49365202,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
115,1,115,CAwr_S10108,-120.5296659,41.20521686,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
116,1,116,CAwr_S10109,-120.5311652,41.20317698,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
118,1,118,CAwr_S10110,-120.5236363,41.20665013,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
833,1,833,CAwr_S10760,-120.5474084,41.54760406,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
1373,1,1373,CAwr_S11250,-120.4158329,41.49845242,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
1520,1,1520,CAwr_S11384,-120.5321562,41.19307634,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
4299,1,4299,CAwr_S13929,-120.3645449,41.55451518,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
4435,1,4435,CAwr_S14050,-120.4928786,41.32813816,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
4506,1,4506,CAwr_S14114,-120.5309043,41.20674238,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
5102,1,5102,CAwr_S14664,-120.4504701,41.43600957,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
5556,1,5556,CAwr_S15076,-120.648665,41.50970839,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
5907,1,5907,CAwr_S15392,-120.4892171,41.48812395,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
5908,1,5908,CAwr_S15393,-120.4892171,41.48812395,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
6461,1,6461,CAwr_S15903,-120.563256,41.30327267,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
7444,1,7444,CAwr_S168,-120.3874519,41.46974067,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
7771,1,7771,CAwr_S17097,-120.4897406,41.21060609,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
8038,1,8038,CAwr_S17341,-120.507503,41.30142518,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
9238,1,9238,CAwr_S18443,-120.4885634,41.48885091,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
9762,1,9762,CAwr_S18928,-120.6494727,41.36355201,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
10208,1,10208,CAwr_S19345,-120.4128564,41.57412242,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
11555,1,11555,CAwr_S20590,-120.5295673,41.51210907,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
12040,1,12040,CAwr_S21039,-120.513012,41.50942858,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
12167,1,12167,CAwr_S2116,-120.437574,41.57226022,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
13538,1,13538,CAwr_S22428,-120.4756185,41.52363058,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
13800,1,13800,CAwr_S22674,-120.5218907,41.2115692,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
13801,1,13801,CAwr_S22675,-120.5319944,41.20675618,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
14770,1,14770,CAwr_S23563,-120.6417,41.37,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
15521,1,15521,CAwr_S2425,-120.5213634,41.38148319,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
15931,1,15931,CAwr_S24625,-120.4504701,41.43600957,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
16305,1,16305,CAwr_S24968,-120.4182579,41.55470715,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
16376,1,16376,CAwr_S25032,-120.4964691,41.42631926,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
16897,1,16897,CAwr_S25506,-120.602783,41.36601987,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
17469,1,17469,CAwr_S26036,-120.3758,41.4597,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
18025,1,18025,CAwr_S26559,-120.3863,41.4669,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
19279,1,19279,CAwr_S27728,-120.4159624,41.49826787,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
20594,1,20594,CAwr_S28946,-120.5579762,41.49887704,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
23579,1,23579,CAwr_S31703,-120.3843,41.4648,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
24640,1,24640,CAwr_S32690,-120.5892,41.4838,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
25953,1,25953,CAwr_S33933,-120.5379,41.4249,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
25955,1,25955,CAwr_S33935,-120.3891,41.4643,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
26774,1,26774,CAwr_S347,-120.602783,41.36601987,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
27773,1,27773,CAwr_S35639,-120.3926,41.4667,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
27797,1,27797,CAwr_S35660,-120.4032,41.4841,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
28817,1,28817,CAwr_S36609,-120.5591389,41.52466667,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
29439,1,29439,CAwr_S37260,-120.4311961,41.50966858,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
29867,1,29867,CAwr_S37707,-120.4311707,41.50967556,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
30675,1,30675,CAwr_S3855,-120.5740559,41.23907471,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
31351,1,31351,CAwr_S39316,-120.6167184,41.48920377,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
32084,1,32084,CAwr_S40136,-120.6239844,41.48517925,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
32086,1,32086,CAwr_S40138,-120.6025556,41.48905171,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
32087,1,32087,CAwr_S40139,-120.6241193,41.48516361,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
33388,1,33388,CAwr_S41585,-120.587898,41.49057,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
35796,1,35796,CAwr_S44012,-120.6354,41.362,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
35949,1,35949,CAwr_S44152,-120.4205299,41.49050677,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
36754,1,36754,CAwr_S44896,-120.430579,41.57436221,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
37001,1,37001,CAwr_S45119,-120.602783,41.36601987,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
40709,1,40709,CAwr_S48483,-120.5495265,41.3686618,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
41240,1,41240,CAwr_S48973,-120.3927168,41.47832292,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
43116,1,43116,CAwr_S5068,-120.5152925,41.43259984,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
43288,1,43288,CAwr_S50835,-120.6049874,41.34792938,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
43343,1,43343,CAwr_S50888,-120.5197184,41.49537781,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
43344,1,43344,CAwr_S50889,-120.5164026,41.49670808,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
43586,1,43586,CAwr_S51107,-120.6265167,41.3111281,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
44526,1,44526,CAwr_S51969,-120.5739556,41.25367468,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
45883,1,45883,CAwr_S53203,-120.4968115,41.21138426,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
45924,1,45924,CAwr_S53240,-120.5929944,41.32953051,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
46780,1,46780,CAwr_S54035,-120.6494727,41.36355201,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
47167,1,47167,CAwr_S544,-120.5658076,41.29859093,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
47436,1,47436,CAwr_S54649,-120.5115367,41.20320135,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
47438,1,47438,CAwr_S54650,-120.5316848,41.21251708,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
48115,1,48115,CAwr_S55269,-120.5283723,41.5083884,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
49583,1,49583,CAwr_S5660,-120.4213936,41.50886414,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
51922,1,51922,CAwr_S58737,-120.6050563,41.35328295,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
53604,1,53604,CAwr_S60262,-120.4217176,41.24291719,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
54990,1,54990,CAwr_S6658,-120.6046522,41.34655286,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
55219,1,55219,CAwr_S6866,-120.3730384,41.55092836,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
55631,1,55631,CAwr_S7241,-120.5823238,41.37702671,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
56596,1,56596,CAwr_S8135,-120.5032357,41.34515414,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
56807,1,56807,CAwr_S8327,-120.5612477,41.53295362,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
57479,1,57479,CAwr_S8937,-120.3916758,41.47611256,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
58172,1,58172,CAwr_S9567,-120.6376673,41.35298339,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
58401,1,58401,CAwr_S9779,-120.5172978,41.42452776,5-002,5-002.01,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,Low,{D2F5E357-5DED-4BFB-BB6C-81D8961E1B43}
1429,1,1429,CAwr_S11300,-120.808465,41.47116953,5-002,5-002.02,ALTURAS AREA,ALTURAS AREA - WARM SPRINGS VALLEY,Very Low,{FDDD46DD-A8BD-437A-A6EA-A54A53EA722D}
1649,1,1649,CAwr_S11500,-120.7562608,41.400427,5-002,5-002.02,ALTURAS AREA,ALTURAS AREA - WARM SPRINGS VALLEY,Very Low,{FDDD46DD-A8BD-437A-A6EA-A54A53EA722D}
1819,1,1819,CAwr_S11656,-120.6806352,41.37214461,5-002,5-002.02,ALTURAS AREA,ALTURAS AREA - WARM SPRINGS VALLEY,Very Low,{FDDD46DD-A8BD-437A-A6EA-A54A53EA722D}
3268,1,3268,CAwr_S12986,-120.695443,41.40648598,5-002,5-002.02,ALTURAS AREA,ALTURAS AREA - WARM SPRINGS VALLEY,Very Low,{FDDD46DD-A8BD-437A-A6EA-A54A53EA722D}
3543,1,3543,CAwr_S13232,-120.8897701,41.48192509,5-002,5-002.02,ALTURAS AREA,ALTURAS AREA - WARM SPRINGS VALLEY,Very Low,{FDDD46DD-A8BD-437A-A6EA-A54A53EA722D}
