Amount,USE TYPE,Year,STATE,COUNTY
6580.0,M & I,1981,Arizona,san juan-colorado river
6610.0,M & I,1982,Arizona,san juan-colorado river
6970.0,M & I,1983,Arizona,san juan-colorado river
7500.0,M & I,1984,Arizona,san juan-colorado river
7170.0,M & I,1985,Arizona,san juan-colorado river
6789.0,M & I,1986,Arizona,san juan-colorado river
6663.0,M & I,1987,Arizona,san juan-colorado river
7570.0,M & I,1988,Arizona,san juan-colorado river
7486.0,M & I,1989,Arizona,san juan-colorado river
7172.0,M & I,1990,Arizona,san juan-colorado river
5964.0,M & I,1991,Arizona,san juan-colorado river
5695.0,M & I,1992,Arizona,san juan-colorado river
5678.0,M & I,1993,Arizona,san juan-colorado river
5804.0,M & I,1994,Arizona,san juan-colorado river
6350.0,M & I,1995,Arizona,san juan-colorado river
5689.7473,M & I,1996,Arizona,san juan-colorado river
4933.2689,M & I,1997,Arizona,san juan-colorado river
5268.7075,M & I,1998,Arizona,san juan-colorado river
5306.3304,M & I,1999,Arizona,san juan-colorado river
5194.4371,M & I,2000,Arizona,san juan-colorado river
4929.9979,M & I,2001,Arizona,san juan-colorado river
5099.5563,M & I,2002,Arizona,san juan-colorado river
5096.2393,M & I,2003,Arizona,san juan-colorado river
4809.9532,M & I,2004,Arizona,san juan-colorado river
5032.0746,M & I,2005,Arizona,san juan-colorado river
4922.1748,M & I,2006,Arizona,san juan-colorado river
3512.6089,M & I,2007,Arizona,san juan-colorado river
3650.8201,M & I,2008,Arizona,san juan-colorado river
4188.0661,M & I,2009,Arizona,san juan-colorado river
5235.5416,M & I,2010,Arizona,san juan-colorado river
4541.9486,M & I,2011,Arizona,san juan-colorado river
4118.9176,M & I,2012,Arizona,san juan-colorado river
4111.0077,M & I,2013,Arizona,san juan-colorado river
4062.0117,M & I,2014,Arizona,san juan-colorado river
4458.7642,M & I,2015,Arizona,san juan-colorado river
5252.8279,M & I,2016,Arizona,san juan-colorado river
5268.6905,M & I,2017,Arizona,san juan-colorado river
5291.8113,M & I,2018,Arizona,san juan-colorado river
0.0,M & I,2019,Arizona,san juan-colorado river
0.0,M & I,2020,Arizona,san juan-colorado river
1900.0,M & I,1971,Colorado,green river
2000.0,M & I,1972,Colorado,green river
2100.0,M & I,1973,Colorado,green river
2200.0,M & I,1974,Colorado,green river
2200.0,M & I,1975,Colorado,green river
1460.0,M & I,1976,Colorado,green river
1560.0,M & I,1977,Colorado,green river
1670.0,M & I,1978,Colorado,green river
1780.0,M & I,1979,Colorado,green river
1900.0,M & I,1980,Colorado,green river
1900.0,M & I,1981,Colorado,green river
1900.0,M & I,1982,Colorado,green river
1910.0,M & I,1983,Colorado,green river
1910.0,M & I,1984,Colorado,green river
1910.0,M & I,1985,Colorado,green river
2162.0,M & I,1986,Colorado,green river
2095.0,M & I,1987,Colorado,green river
2020.0,M & I,1988,Colorado,green river
1949.0,M & I,1989,Colorado,green river
1905.0,M & I,1990,Colorado,green river
2084.0,M & I,1991,Colorado,green river
2299.0,M & I,1992,Colorado,green river
2467.0,M & I,1993,Colorado,green river
2678.0,M & I,1994,Colorado,green river
2858.0,M & I,1995,Colorado,green river
2920.0,M & I,1996,Colorado,green river
2979.0,M & I,1997,Colorado,green river
3035.0,M & I,1998,Colorado,green river
3092.0,M & I,1999,Colorado,green river
3148.0,M & I,2000,Colorado,green river
3223.0,M & I,2001,Colorado,green river
3298.0,M & I,2002,Colorado,green river
3372.0,M & I,2003,Colorado,green river
3446.0,M & I,2004,Colorado,green river
3521.0,M & I,2005,Colorado,green river
3396.0,M & I,2006,Colorado,green river
3437.0,M & I,2007,Colorado,green river
3479.0,M & I,2008,Colorado,green river
3521.0,M & I,2009,Colorado,green river
3560.0,M & I,2010,Colorado,green river
3608.0,M & I,2011,Colorado,green river
3653.0,M & I,2012,Colorado,green river
3699.0,M & I,2013,Colorado,green river
3745.0,M & I,2014,Colorado,green river
3791.0,M & I,2015,Colorado,green river
3841.0,M & I,2016,Colorado,green river
3890.0,M & I,2017,Colorado,green river
3940.0,M & I,2018,Colorado,green river
0.0,M & I,2019,Colorado,green river
0.0,M & I,2020,Colorado,green river
13300.0,M & I,1971,Colorado,upper main stem
13600.0,M & I,1972,Colorado,upper main stem
13900.0,M & I,1973,Colorado,upper main stem
14200.0,M & I,1974,Colorado,upper main stem
14500.0,M & I,1975,Colorado,upper main stem
9810.0,M & I,1976,Colorado,upper main stem
10210.0,M & I,1977,Colorado,upper main stem
10640.0,M & I,1978,Colorado,upper main stem
11090.0,M & I,1979,Colorado,upper main stem
11530.0,M & I,1980,Colorado,upper main stem
13070.0,M & I,1981,Colorado,upper main stem
13840.0,M & I,1982,Colorado,upper main stem
14620.0,M & I,1983,Colorado,upper main stem
15390.0,M & I,1984,Colorado,upper main stem
16160.0,M & I,1985,Colorado,upper main stem
19512.0,M & I,1986,Colorado,upper main stem
19010.0,M & I,1987,Colorado,upper main stem
18491.0,M & I,1988,Colorado,upper main stem
17987.0,M & I,1989,Colorado,upper main stem
17462.0,M & I,1990,Colorado,upper main stem
18595.0,M & I,1991,Colorado,upper main stem
19792.0,M & I,1992,Colorado,upper main stem
21040.0,M & I,1993,Colorado,upper main stem
22237.0,M & I,1994,Colorado,upper main stem
23367.0,M & I,1995,Colorado,upper main stem
24246.0,M & I,1996,Colorado,upper main stem
25122.0,M & I,1997,Colorado,upper main stem
25999.0,M & I,1998,Colorado,upper main stem
26875.0,M & I,1999,Colorado,upper main stem
27752.0,M & I,2000,Colorado,upper main stem
28844.0,M & I,2001,Colorado,upper main stem
29935.0,M & I,2002,Colorado,upper main stem
31028.0,M & I,2003,Colorado,upper main stem
32119.0,M & I,2004,Colorado,upper main stem
33211.0,M & I,2005,Colorado,upper main stem
31498.0,M & I,2006,Colorado,upper main stem
32122.0,M & I,2007,Colorado,upper main stem
32746.0,M & I,2008,Colorado,upper main stem
33371.0,M & I,2009,Colorado,upper main stem
33996.0,M & I,2010,Colorado,upper main stem
34727.0,M & I,2011,Colorado,upper main stem
35462.0,M & I,2012,Colorado,upper main stem
36194.0,M & I,2013,Colorado,upper main stem
36924.0,M & I,2014,Colorado,upper main stem
37658.0,M & I,2015,Colorado,upper main stem
38477.0,M & I,2016,Colorado,upper main stem
39292.0,M & I,2017,Colorado,upper main stem
40109.0,M & I,2018,Colorado,upper main stem
0.0,M & I,2019,Colorado,upper main stem
0.0,M & I,2020,Colorado,upper main stem
3000.0,M & I,1971,Colorado,san juan-colorado river
3100.0,M & I,1972,Colorado,san juan-colorado river
3300.0,M & I,1973,Colorado,san juan-colorado river
3400.0,M & I,1974,Colorado,san juan-colorado river
3600.0,M & I,1975,Colorado,san juan-colorado river
2490.0,M & I,1976,Colorado,san juan-colorado river
2540.0,M & I,1977,Colorado,san juan-colorado river
2610.0,M & I,1978,Colorado,san juan-colorado river
2690.0,M & I,1979,Colorado,san juan-colorado river
2750.0,M & I,1980,Colorado,san juan-colorado river
2980.0,M & I,1981,Colorado,san juan-colorado river
3090.0,M & I,1982,Colorado,san juan-colorado river
3210.0,M & I,1983,Colorado,san juan-colorado river
3320.0,M & I,1984,Colorado,san juan-colorado river
3440.0,M & I,1985,Colorado,san juan-colorado river
4136.0,M & I,1986,Colorado,san juan-colorado river
4057.0,M & I,1987,Colorado,san juan-colorado river
3955.0,M & I,1988,Colorado,san juan-colorado river
3875.0,M & I,1989,Colorado,san juan-colorado river
3820.0,M & I,1990,Colorado,san juan-colorado river
4034.0,M & I,1991,Colorado,san juan-colorado river
4227.0,M & I,1992,Colorado,san juan-colorado river
4526.0,M & I,1993,Colorado,san juan-colorado river
4717.0,M & I,1994,Colorado,san juan-colorado river
4930.0,M & I,1995,Colorado,san juan-colorado river
5087.0,M & I,1996,Colorado,san juan-colorado river
5243.0,M & I,1997,Colorado,san juan-colorado river
5400.0,M & I,1998,Colorado,san juan-colorado river
5557.0,M & I,1999,Colorado,san juan-colorado river
5714.0,M & I,2000,Colorado,san juan-colorado river
5915.0,M & I,2001,Colorado,san juan-colorado river
6120.0,M & I,2002,Colorado,san juan-colorado river
6323.0,M & I,2003,Colorado,san juan-colorado river
6526.0,M & I,2004,Colorado,san juan-colorado river
6729.0,M & I,2005,Colorado,san juan-colorado river
6216.0,M & I,2006,Colorado,san juan-colorado river
6300.0,M & I,2007,Colorado,san juan-colorado river
6383.0,M & I,2008,Colorado,san juan-colorado river
6467.0,M & I,2009,Colorado,san juan-colorado river
6551.0,M & I,2010,Colorado,san juan-colorado river
6646.0,M & I,2011,Colorado,san juan-colorado river
6740.0,M & I,2012,Colorado,san juan-colorado river
6832.0,M & I,2013,Colorado,san juan-colorado river
6926.0,M & I,2014,Colorado,san juan-colorado river
7021.0,M & I,2015,Colorado,san juan-colorado river
7122.0,M & I,2016,Colorado,san juan-colorado river
7223.0,M & I,2017,Colorado,san juan-colorado river
7325.0,M & I,2018,Colorado,san juan-colorado river
0.0,M & I,2019,Colorado,san juan-colorado river
0.0,M & I,2020,Colorado,san juan-colorado river
3900.0,M & I,1971,New Mexico,san juan-colorado river
4100.0,M & I,1972,New Mexico,san juan-colorado river
4300.0,M & I,1973,New Mexico,san juan-colorado river
4500.0,M & I,1974,New Mexico,san juan-colorado river
4800.0,M & I,1975,New Mexico,san juan-colorado river
5060.0,M & I,1976,New Mexico,san juan-colorado river
5260.0,M & I,1977,New Mexico,san juan-colorado river
5450.0,M & I,1978,New Mexico,san juan-colorado river
5670.0,M & I,1979,New Mexico,san juan-colorado river
5880.0,M & I,1980,New Mexico,san juan-colorado river
9500.0,M & I,1981,New Mexico,san juan-colorado river
9100.0,M & I,1982,New Mexico,san juan-colorado river
8500.0,M & I,1983,New Mexico,san juan-colorado river
8200.0,M & I,1984,New Mexico,san juan-colorado river
7900.0,M & I,1985,New Mexico,san juan-colorado river
7959.71,M & I,1986,New Mexico,san juan-colorado river
9760.21,M & I,1987,New Mexico,san juan-colorado river
8690.51,M & I,1988,New Mexico,san juan-colorado river
10685.61,M & I,1989,New Mexico,san juan-colorado river
9611.91,M & I,1990,New Mexico,san juan-colorado river
10395.8239,M & I,1991,New Mexico,san juan-colorado river
9467.175,M & I,1992,New Mexico,san juan-colorado river
10743.7314,M & I,1993,New Mexico,san juan-colorado river
10743.7531,M & I,1994,New Mexico,san juan-colorado river
10699.6042,M & I,1995,New Mexico,san juan-colorado river
14022.8799,M & I,1996,New Mexico,san juan-colorado river
12910.8947,M & I,1997,New Mexico,san juan-colorado river
16785.5765,M & I,1998,New Mexico,san juan-colorado river
15787.2315,M & I,1999,New Mexico,san juan-colorado river
17412.9267,M & I,2000,New Mexico,san juan-colorado river
15385.6336,M & I,2001,New Mexico,san juan-colorado river
16336.0546,M & I,2002,New Mexico,san juan-colorado river
19286.5764,M & I,2003,New Mexico,san juan-colorado river
17989.9406,M & I,2004,New Mexico,san juan-colorado river
18754.7103,M & I,2005,New Mexico,san juan-colorado river
15953.45,M & I,2006,New Mexico,san juan-colorado river
16325.45,M & I,2007,New Mexico,san juan-colorado river
16852.45,M & I,2008,New Mexico,san juan-colorado river
15238.45,M & I,2009,New Mexico,san juan-colorado river
13357.45,M & I,2010,New Mexico,san juan-colorado river
12671.3894,M & I,2011,New Mexico,san juan-colorado river
14985.3884,M & I,2012,New Mexico,san juan-colorado river
12693.9423,M & I,2013,New Mexico,san juan-colorado river
13270.7662,M & I,2014,New Mexico,san juan-colorado river
13386.5809,M & I,2015,New Mexico,san juan-colorado river
11972.45,M & I,2016,New Mexico,san juan-colorado river
14985.45,M & I,2017,New Mexico,san juan-colorado river
14985.45,M & I,2018,New Mexico,san juan-colorado river
0.0,M & I,2019,New Mexico,san juan-colorado river
0.0,M & I,2020,New Mexico,san juan-colorado river
4200.0,M & I,1971,Utah,green river
4300.0,M & I,1972,Utah,green river
4300.0,M & I,1973,Utah,green river
4300.0,M & I,1974,Utah,green river
4400.0,M & I,1975,Utah,green river
3790.0,M & I,1976,Utah,green river
3980.0,M & I,1977,Utah,green river
4180.0,M & I,1978,Utah,green river
4380.0,M & I,1979,Utah,green river
4600.0,M & I,1980,Utah,green river
5570.0,M & I,1981,Utah,green river
6060.0,M & I,1982,Utah,green river
6550.0,M & I,1983,Utah,green river
7040.0,M & I,1984,Utah,green river
7530.0,M & I,1985,Utah,green river
12887.0,M & I,1986,Utah,green river
12426.0,M & I,1987,Utah,green river
11947.0,M & I,1988,Utah,green river
11483.0,M & I,1989,Utah,green river
11000.0,M & I,1990,Utah,green river
10977.0,M & I,1991,Utah,green river
10967.0,M & I,1992,Utah,green river
11009.0,M & I,1993,Utah,green river
10998.0,M & I,1994,Utah,green river
10977.0,M & I,1995,Utah,green river
11020.0,M & I,1996,Utah,green river
11047.0,M & I,1997,Utah,green river
11078.0,M & I,1998,Utah,green river
11107.0,M & I,1999,Utah,green river
11137.0,M & I,2000,Utah,green river
11235.0,M & I,2001,Utah,green river
11329.0,M & I,2002,Utah,green river
11425.0,M & I,2003,Utah,green river
11522.0,M & I,2004,Utah,green river
11628.0,M & I,2005,Utah,green river
12333.0,M & I,2006,Utah,green river
12532.0,M & I,2007,Utah,green river
12738.0,M & I,2008,Utah,green river
12933.0,M & I,2009,Utah,green river
13130.0,M & I,2010,Utah,green river
13368.0,M & I,2011,Utah,green river
13603.0,M & I,2012,Utah,green river
13849.0,M & I,2013,Utah,green river
14083.0,M & I,2014,Utah,green river
14319.0,M & I,2015,Utah,green river
14586.0,M & I,2016,Utah,green river
14862.0,M & I,2017,Utah,green river
15126.0,M & I,2018,Utah,green river
0.0,M & I,2019,Utah,green river
0.0,M & I,2020,Utah,green river
800.0,M & I,1971,Utah,upper main stem
800.0,M & I,1972,Utah,upper main stem
900.0,M & I,1973,Utah,upper main stem
900.0,M & I,1974,Utah,upper main stem
900.0,M & I,1975,Utah,upper main stem
620.0,M & I,1976,Utah,upper main stem
630.0,M & I,1977,Utah,upper main stem
640.0,M & I,1978,Utah,upper main stem
650.0,M & I,1979,Utah,upper main stem
660.0,M & I,1980,Utah,upper main stem
880.0,M & I,1981,Utah,upper main stem
990.0,M & I,1982,Utah,upper main stem
1100.0,M & I,1983,Utah,upper main stem
1210.0,M & I,1984,Utah,upper main stem
1320.0,M & I,1985,Utah,upper main stem
2149.0,M & I,1986,Utah,upper main stem
2153.0,M & I,1987,Utah,upper main stem
2136.0,M & I,1988,Utah,upper main stem
2141.0,M & I,1989,Utah,upper main stem
2134.0,M & I,1990,Utah,upper main stem
2000.0,M & I,1991,Utah,upper main stem
1841.0,M & I,1992,Utah,upper main stem
1741.0,M & I,1993,Utah,upper main stem
1585.0,M & I,1994,Utah,upper main stem
1450.0,M & I,1995,Utah,upper main stem
1474.0,M & I,1996,Utah,upper main stem
1499.0,M & I,1997,Utah,upper main stem
1525.0,M & I,1998,Utah,upper main stem
1550.0,M & I,1999,Utah,upper main stem
1575.0,M & I,2000,Utah,upper main stem
1615.0,M & I,2001,Utah,upper main stem
1656.0,M & I,2002,Utah,upper main stem
1698.0,M & I,2003,Utah,upper main stem
1738.0,M & I,2004,Utah,upper main stem
1780.0,M & I,2005,Utah,upper main stem
1655.0,M & I,2006,Utah,upper main stem
1669.0,M & I,2007,Utah,upper main stem
1682.0,M & I,2008,Utah,upper main stem
1695.0,M & I,2009,Utah,upper main stem
1709.0,M & I,2010,Utah,upper main stem
1723.0,M & I,2011,Utah,upper main stem
1737.0,M & I,2012,Utah,upper main stem
1751.0,M & I,2013,Utah,upper main stem
1766.0,M & I,2014,Utah,upper main stem
1781.0,M & I,2015,Utah,upper main stem
1795.0,M & I,2016,Utah,upper main stem
1810.0,M & I,2017,Utah,upper main stem
1825.0,M & I,2018,Utah,upper main stem
0.0,M & I,2019,Utah,upper main stem
0.0,M & I,2020,Utah,upper main stem
1300.0,M & I,1971,Utah,san juan-colorado river
1400.0,M & I,1972,Utah,san juan-colorado river
1500.0,M & I,1973,Utah,san juan-colorado river
1600.0,M & I,1974,Utah,san juan-colorado river
1600.0,M & I,1975,Utah,san juan-colorado river
860.0,M & I,1976,Utah,san juan-colorado river
890.0,M & I,1977,Utah,san juan-colorado river
910.0,M & I,1978,Utah,san juan-colorado river
940.0,M & I,1979,Utah,san juan-colorado river
970.0,M & I,1980,Utah,san juan-colorado river
1090.0,M & I,1981,Utah,san juan-colorado river
1160.0,M & I,1982,Utah,san juan-colorado river
1220.0,M & I,1983,Utah,san juan-colorado river
1280.0,M & I,1984,Utah,san juan-colorado river
1340.0,M & I,1985,Utah,san juan-colorado river
3086.0,M & I,1986,Utah,san juan-colorado river
3076.0,M & I,1987,Utah,san juan-colorado river
3066.0,M & I,1988,Utah,san juan-colorado river
3057.0,M & I,1989,Utah,san juan-colorado river
3006.0,M & I,1990,Utah,san juan-colorado river
3098.0,M & I,1991,Utah,san juan-colorado river
3189.0,M & I,1992,Utah,san juan-colorado river
3335.0,M & I,1993,Utah,san juan-colorado river
3427.0,M & I,1994,Utah,san juan-colorado river
3519.0,M & I,1995,Utah,san juan-colorado river
3564.0,M & I,1996,Utah,san juan-colorado river
3604.0,M & I,1997,Utah,san juan-colorado river
3647.0,M & I,1998,Utah,san juan-colorado river
3691.0,M & I,1999,Utah,san juan-colorado river
3735.0,M & I,2000,Utah,san juan-colorado river
3789.0,M & I,2001,Utah,san juan-colorado river
3843.0,M & I,2002,Utah,san juan-colorado river
3896.0,M & I,2003,Utah,san juan-colorado river
3949.0,M & I,2004,Utah,san juan-colorado river
4006.0,M & I,2005,Utah,san juan-colorado river
3835.0,M & I,2006,Utah,san juan-colorado river
3851.0,M & I,2007,Utah,san juan-colorado river
3869.0,M & I,2008,Utah,san juan-colorado river
3886.0,M & I,2009,Utah,san juan-colorado river
3903.0,M & I,2010,Utah,san juan-colorado river
3919.0,M & I,2011,Utah,san juan-colorado river
3938.0,M & I,2012,Utah,san juan-colorado river
3956.0,M & I,2013,Utah,san juan-colorado river
3975.0,M & I,2014,Utah,san juan-colorado river
3992.0,M & I,2015,Utah,san juan-colorado river
4011.0,M & I,2016,Utah,san juan-colorado river
4031.0,M & I,2017,Utah,san juan-colorado river
4047.0,M & I,2018,Utah,san juan-colorado river
0.0,M & I,2019,Utah,san juan-colorado river
0.0,M & I,2020,Utah,san juan-colorado river
3300.0,M & I,1971,Wyoming,green river
3400.0,M & I,1972,Wyoming,green river
3500.0,M & I,1973,Wyoming,green river
3700.0,M & I,1974,Wyoming,green river
3800.0,M & I,1975,Wyoming,green river
3120.0,M & I,1976,Wyoming,green river
3360.0,M & I,1977,Wyoming,green river
3650.0,M & I,1978,Wyoming,green river
3920.0,M & I,1979,Wyoming,green river
4240.0,M & I,1980,Wyoming,green river
5660.0,M & I,1981,Wyoming,green river
5920.0,M & I,1982,Wyoming,green river
6170.0,M & I,1983,Wyoming,green river
6430.0,M & I,1984,Wyoming,green river
6690.0,M & I,1985,Wyoming,green river
5671.0,M & I,1986,Wyoming,green river
5615.0,M & I,1987,Wyoming,green river
5614.0,M & I,1988,Wyoming,green river
5559.0,M & I,1989,Wyoming,green river
5570.0,M & I,1990,Wyoming,green river
5557.0,M & I,1991,Wyoming,green river
5571.0,M & I,1992,Wyoming,green river
5450.0,M & I,1993,Wyoming,green river
5458.0,M & I,1994,Wyoming,green river
5446.0,M & I,1995,Wyoming,green river
5392.0,M & I,1996,Wyoming,green river
5340.0,M & I,1997,Wyoming,green river
5286.0,M & I,1998,Wyoming,green river
5232.0,M & I,1999,Wyoming,green river
5179.0,M & I,2000,Wyoming,green river
5190.0,M & I,2001,Wyoming,green river
5200.0,M & I,2002,Wyoming,green river
5211.0,M & I,2003,Wyoming,green river
5221.0,M & I,2004,Wyoming,green river
5231.0,M & I,2005,Wyoming,green river
5243.0,M & I,2006,Wyoming,green river
5255.0,M & I,2007,Wyoming,green river
5268.0,M & I,2008,Wyoming,green river
5281.0,M & I,2009,Wyoming,green river
6275.0,M & I,2010,Wyoming,green river
6410.0,M & I,2011,Wyoming,green river
6546.0,M & I,2012,Wyoming,green river
6684.0,M & I,2013,Wyoming,green river
6818.0,M & I,2014,Wyoming,green river
6956.0,M & I,2015,Wyoming,green river
7115.0,M & I,2016,Wyoming,green river
7115.0,M & I,2017,Wyoming,green river
7115.0,M & I,2018,Wyoming,green river
0.0,M & I,2019,Wyoming,green river
0.0,M & I,2020,Wyoming,green river
0.0,Power,1971,Arizona,san juan-colorado river
0.0,Power,1972,Arizona,san juan-colorado river
0.0,Power,1973,Arizona,san juan-colorado river
5269.0,Power,1974,Arizona,san juan-colorado river
12414.0,Power,1975,Arizona,san juan-colorado river
19931.0,Power,1976,Arizona,san juan-colorado river
21761.0,Power,1977,Arizona,san juan-colorado river
19365.0,Power,1978,Arizona,san juan-colorado river
20413.0,Power,1979,Arizona,san juan-colorado river
22322.0,Power,1980,Arizona,san juan-colorado river
21140.0,Power,1981,Arizona,san juan-colorado river
19360.0,Power,1982,Arizona,san juan-colorado river
20210.0,Power,1983,Arizona,san juan-colorado river
22100.0,Power,1984,Arizona,san juan-colorado river
25301.0,Power,1985,Arizona,san juan-colorado river
18701.0,Power,1986,Arizona,san juan-colorado river
20130.0,Power,1987,Arizona,san juan-colorado river
23058.0,Power,1988,Arizona,san juan-colorado river
23874.0,Power,1989,Arizona,san juan-colorado river
20668.0,Power,1990,Arizona,san juan-colorado river
23866.0,Power,1991,Arizona,san juan-colorado river
23575.0,Power,1992,Arizona,san juan-colorado river
23382.0,Power,1993,Arizona,san juan-colorado river
24086.0,Power,1994,Arizona,san juan-colorado river
22180.0,Power,1995,Arizona,san juan-colorado river
21427.0,Power,1996,Arizona,san juan-colorado river
22364.0,Power,1997,Arizona,san juan-colorado river
25017.0,Power,1998,Arizona,san juan-colorado river
26697.0,Power,1999,Arizona,san juan-colorado river
28709.0,Power,2000,Arizona,san juan-colorado river
27620.0,Power,2001,Arizona,san juan-colorado river
28415.0,Power,2002,Arizona,san juan-colorado river
26284.0,Power,2003,Arizona,san juan-colorado river
27375.0,Power,2004,Arizona,san juan-colorado river
26200.0,Power,2005,Arizona,san juan-colorado river
26660.0,Power,2006,Arizona,san juan-colorado river
27604.0,Power,2007,Arizona,san juan-colorado river
26334.0,Power,2008,Arizona,san juan-colorado river
26073.0,Power,2009,Arizona,san juan-colorado river
23948.0,Power,2010,Arizona,san juan-colorado river
24221.0,Power,2011,Arizona,san juan-colorado river
23953.0,Power,2012,Arizona,san juan-colorado river
24963.0,Power,2013,Arizona,san juan-colorado river
25810.0,Power,2014,Arizona,san juan-colorado river
19077.0,Power,2015,Arizona,san juan-colorado river
18116.0,Power,2016,Arizona,san juan-colorado river
17631.0,Power,2017,Arizona,san juan-colorado river
18116.0,Power,2018,Arizona,san juan-colorado river
0.0,Power,2019,Arizona,san juan-colorado river
0.0,Power,2020,Arizona,san juan-colorado river
4922.0,Power,1971,Colorado,green river
4922.0,Power,1972,Colorado,green river
4922.0,Power,1973,Colorado,green river
2867.0,Power,1974,Colorado,green river
3185.0,Power,1975,Colorado,green river
4916.0,Power,1976,Colorado,green river
7051.0,Power,1977,Colorado,green river
8159.0,Power,1978,Colorado,green river
6738.0,Power,1979,Colorado,green river
9221.3,Power,1980,Colorado,green river
13817.0,Power,1981,Colorado,green river
11652.3,Power,1982,Colorado,green river
8123.0,Power,1983,Colorado,green river
11202.0,Power,1984,Colorado,green river
15596.0,Power,1985,Colorado,green river
14579.0,Power,1986,Colorado,green river
14832.0,Power,1987,Colorado,green river
17442.0,Power,1988,Colorado,green river
17509.0,Power,1989,Colorado,green river
17854.0,Power,1990,Colorado,green river
16679.0,Power,1991,Colorado,green river
16703.0,Power,1992,Colorado,green river
16804.9,Power,1993,Colorado,green river
18045.0,Power,1994,Colorado,green river
16656.0,Power,1995,Colorado,green river
16868.5,Power,1996,Colorado,green river
17472.0,Power,1997,Colorado,green river
19606.0,Power,1998,Colorado,green river
18679.0,Power,1999,Colorado,green river
14133.0,Power,2000,Colorado,green river
17773.0,Power,2001,Colorado,green river
17673.0,Power,2002,Colorado,green river
17881.0,Power,2003,Colorado,green river
17825.0,Power,2004,Colorado,green river
17366.0,Power,2005,Colorado,green river
18496.2,Power,2006,Colorado,green river
17848.24,Power,2007,Colorado,green river
17848.24,Power,2008,Colorado,green river
17791.84,Power,2009,Colorado,green river
17768.7417,Power,2010,Colorado,green river
17980.713,Power,2011,Colorado,green river
17876.5309,Power,2012,Colorado,green river
17876.5309,Power,2013,Colorado,green river
17876.5309,Power,2014,Colorado,green river
17876.5309,Power,2015,Colorado,green river
17876.5309,Power,2016,Colorado,green river
17876.5309,Power,2017,Colorado,green river
17876.5309,Power,2018,Colorado,green river
0.0,Power,2019,Colorado,green river
0.0,Power,2020,Colorado,green river
37.0,Power,1971,Colorado,upper main stem
37.0,Power,1972,Colorado,upper main stem
37.0,Power,1973,Colorado,upper main stem
37.0,Power,1974,Colorado,upper main stem
588.0,Power,1975,Colorado,upper main stem
588.0,Power,1976,Colorado,upper main stem
588.0,Power,1977,Colorado,upper main stem
588.0,Power,1978,Colorado,upper main stem
588.0,Power,1979,Colorado,upper main stem
588.0,Power,1980,Colorado,upper main stem
591.0,Power,1981,Colorado,upper main stem
591.0,Power,1982,Colorado,upper main stem
453.0,Power,1983,Colorado,upper main stem
40.0,Power,1984,Colorado,upper main stem
5.0,Power,1985,Colorado,upper main stem
5.0,Power,1986,Colorado,upper main stem
6.0,Power,1987,Colorado,upper main stem
973.0,Power,1988,Colorado,upper main stem
719.0,Power,1989,Colorado,upper main stem
1331.0,Power,1990,Colorado,upper main stem
1636.0,Power,1991,Colorado,upper main stem
980.0,Power,1992,Colorado,upper main stem
1250.0,Power,1993,Colorado,upper main stem
1882.0,Power,1994,Colorado,upper main stem
1845.0,Power,1995,Colorado,upper main stem
1583.7,Power,1996,Colorado,upper main stem
1453.1,Power,1997,Colorado,upper main stem
1263.5,Power,1998,Colorado,upper main stem
1451.7,Power,1999,Colorado,upper main stem
1435.8,Power,2000,Colorado,upper main stem
1604.4,Power,2001,Colorado,upper main stem
1499.7,Power,2002,Colorado,upper main stem
1598.1,Power,2003,Colorado,upper main stem
1834.3,Power,2004,Colorado,upper main stem
1809.3,Power,2005,Colorado,upper main stem
1731.5,Power,2006,Colorado,upper main stem
1636.74,Power,2007,Colorado,upper main stem
1636.74,Power,2008,Colorado,upper main stem
1615.94,Power,2009,Colorado,upper main stem
1623.4238,Power,2010,Colorado,upper main stem
1632.3153,Power,2011,Colorado,upper main stem
1609.2078,Power,2012,Colorado,upper main stem
1609.2078,Power,2013,Colorado,upper main stem
1609.2078,Power,2014,Colorado,upper main stem
1609.2078,Power,2015,Colorado,upper main stem
1609.2078,Power,2016,Colorado,upper main stem
1609.2078,Power,2017,Colorado,upper main stem
1609.2078,Power,2018,Colorado,upper main stem
0.0,Power,2019,Colorado,upper main stem
0.0,Power,2020,Colorado,upper main stem
0.0,Power,1971,Colorado,san juan-colorado river
0.0,Power,1972,Colorado,san juan-colorado river
0.0,Power,1973,Colorado,san juan-colorado river
0.0,Power,1974,Colorado,san juan-colorado river
0.0,Power,1975,Colorado,san juan-colorado river
0.0,Power,1976,Colorado,san juan-colorado river
0.0,Power,1977,Colorado,san juan-colorado river
0.0,Power,1978,Colorado,san juan-colorado river
0.0,Power,1979,Colorado,san juan-colorado river
0.0,Power,1980,Colorado,san juan-colorado river
0.0,Power,1981,Colorado,san juan-colorado river
0.0,Power,1982,Colorado,san juan-colorado river
0.0,Power,1983,Colorado,san juan-colorado river
0.0,Power,1984,Colorado,san juan-colorado river
0.0,Power,1985,Colorado,san juan-colorado river
0.0,Power,1986,Colorado,san juan-colorado river
0.0,Power,1987,Colorado,san juan-colorado river
0.0,Power,1988,Colorado,san juan-colorado river
0.0,Power,1989,Colorado,san juan-colorado river
0.0,Power,1990,Colorado,san juan-colorado river
