WaDESiteUUID,SiteNativeID,SiteName,USGSSiteID,SiteTypeCV,Longitude,Latitude,Geometry,CoordinateMethodCV,CoordinateAccuracy,GNISCodeCV,EPSGCodeCV,NHDMetadataID
101327,101327,CARTER SPRING #6,,,-104.116879,39.228412,,5107,GPS,0.01,0.01,
101328,101328,CARTER SPRING #7,,,-104.123718,39.21884,,5107,GPS,0.01,0.01,
101329,101329,17 NW DRAW,,,-103.896221,40.313125,,5107,Spotted from section lines,0.01,0.01,
101330,101330,17 CENTRAL DRAW,,,-103.897641,40.305891,,5107,Spotted from section lines,0.01,0.01,
101331,101331,17 SE DRAW,,,-103.888378,40.303383,,5107,Spotted from section lines,0.01,0.01,
101332,101332,WEINS DRAW,,,-103.903571,40.303718,,5107,Spotted from section lines,0.01,0.01,
101333,101333,21 NW  DRAW,,,-103.884146,40.300892,,5107,Spotted from section lines,0.01,0.01,
101334,101334,CARTER SPRING #8,,,-104.123735,39.218721,,5107,Spotted from section lines,0.01,0.01,
101335,101335,CARTER SPRING #9,,,-104.125989,39.221587,,5107,GPS,0.01,0.01,
101336,101336,CARTER SPRING #10,,,-104.124564,39.226208,,5107,GPS,0.01,0.01,
101337,101337,CARTER SPRING #11,,,-104.125471,39.224807,,5107,Spotted from section lines,0.01,0.01,
101338,101338,CARTER SPRING #12,,,-104.125566,39.225747,,5107,GPS,0.01,0.01,
101403,101403,FEENEY SPRING,,,-104.551717,39.664181,,5107,GPS,0.01,0.01,
101404,101404,HERBST SPRG,,,-104.487046,39.324442,,5107,GPS,0.01,0.01,
101405,101405,MERRITT RANCH SPRING,,,-104.515323,40.707198,,5107,GPS,0.01,0.01,
101406,101406,HABAKKUK SPRING,,,-104.537324,39.085116,,5107,Spotted from quarters,0.01,0.01,
101500,101500,APPLEMAN SPRING 1,,,-104.499806,39.371135,,5107,Spotted from quarters,0.01,0.01,
101501,101501,APPLEMAN SPRING 2,,,-104.498832,39.371746,,5107,GPS,0.01,0.01,
101502,101502,BEAR GULCH SPRING 1,,,-104.575153,39.789259,,5107,Spotted from quarters,0.01,0.01,
101503,101503,BRINKWORTH SPRING 1,,,-104.584682,39.258106,,5107,GPS,0.01,0.01,
101504,101504,BRINKWORTH SPRING 2,,,-104.583486,39.258552,,5107,GPS,0.01,0.01,
101505,101505,BRINKWORTH SPRING 3,,,-104.584108,39.25914,,5107,GPS,0.01,0.01,
101506,101506,FUCHS SPRING 1,,,-104.442772,39.190371,,5107,Spotted from section lines,0.01,0.01,
101507,101507,FUCHS SPRING 2,,,-104.441728,39.191218,,5107,Spotted from section lines,0.01,0.01,
101508,101508,GRIMM SPRING 1,,,-104.466263,39.570109,,5107,Spotted from quarters,0.01,0.01,
101509,101509,GRIMM SPRING 2,,,-104.463953,39.5719,,5107,Spotted from quarters,0.01,0.01,
101510,101510,GRIMM SPRING 3,,,-104.472976,39.577393,,5107,Spotted from quarters,0.01,0.01,
101511,101511,GUY SPRING 1,,,-104.570022,39.076753,,5107,Spotted from section lines,0.01,0.01,
101512,101512,JODI SPG & SEPG PUMP,,,-104.692032,40.524069,,5107,GPS,0.01,0.01,
101513,101513,KIMZEY SPRING 1,,,-104.487081,39.324433,,5107,GPS,0.01,0.01,
101514,101514,KIMZEY SPRING 2,,,-104.481614,39.324842,,5107,GPS,0.01,0.01,
101515,101515,KIMZEY SPRING 3,,,-104.481761,39.322193,,5107,GPS,0.01,0.01,
101516,101516,KIMZEY SPRING 4,,,-104.48591,39.308524,,5107,Digitized,0.01,0.01,
101517,101517,KIMZEY SPRING 5,,,-104.480721,39.310619,,5107,GPS,0.01,0.01,
101518,101518,JAMES R MARY A MORTON 1,,,-104.667604,40.610618,,5107,Spotted from section lines,0.01,0.01,
101519,101519,L F DRAW SPRING,,,-103.54904,40.504118,,5107,GPS,0.01,0.01,
101520,101520,LESH SPRING 1,,,-104.640461,40.677795,,5107,Spotted from quarters,0.01,0.01,
101521,101521,LESH SPRING 2,,,-104.638078,40.675986,,5107,Spotted from quarters,0.01,0.01,
101522,101522,LESH SPRING 3,,,-104.638021,40.661518,,5107,Spotted from quarters,0.01,0.01,
101523,101523,COFFELT SPRINGS,,,-104.526607,39.999702,,5107,Spotted from quarters,0.01,0.01,
101524,101524,JAMES R MARY A MORTON 2,,,-104.666634,40.61062,,5107,GPS,0.01,0.01,
101525,101525,JAMES R MARY A MORTON 3,,,-104.665806,40.610635,,5107,GPS,0.01,0.01,
101526,101526,JAMES R MARY A MORTON 4,,,-104.664577,40.610596,,5107,GPS,0.01,0.01,
101527,101527,MCCUNE SPRING 1,,,-104.605913,39.084537,,5107,GPS,0.01,0.01,
101528,101528,MCCUNE SPRING 2,,,-104.605947,39.084618,,5107,GPS,0.01,0.01,
101529,101529,MCCUNE SPRING 3,,,-104.603482,39.084925,,5107,GPS,0.01,0.01,
101531,101531,OASIS SPRING,,,-104.360727,40.846975,,5107,GPS,0.01,0.01,
101532,101532,OBRECHT SPRING 1,,,-104.614643,39.237024,,5107,GPS,0.01,0.01,
101533,101533,OBRECHT SPRING 2,,,-104.611532,39.242276,,5107,GPS,0.01,0.01,
101534,101534,OBRECHT SPRING 3,,,-104.608996,39.241943,,5107,GPS,0.01,0.01,
101535,101535,OBRECHT SPRING 4,,,-104.618409,39.24348,,5107,GPS,0.01,0.01,
101536,101536,OBRECHT SPRING 5,,,-104.635352,39.243236,,5107,GPS,0.01,0.01,
101537,101537,OBRECHT SPRING 6,,,-104.611503,39.243304,,5107,GPS,0.01,0.01,
101538,101538,OBRECHT SPRING 7,,,-104.591625,39.247217,,5107,Spotted from quarters,0.01,0.01,
101552,101552,PICKENS SPRING 39842,,,-104.685317,39.391955,,5107,Spotted from quarters,0.01,0.01,
101554,101554,WELTY SPRING 1,,,-104.60336,39.127331,,5107,GPS,0.01,0.01,
101555,101555,WELTY SPRING 2,,,-104.604346,39.122802,,5107,GPS,0.01,0.01,
101556,101556,WELTY SPRING 3,,,-104.60112,39.122548,,5107,GPS,0.01,0.01,
101557,101557,WELTY SPRING 4,,,-104.588352,39.119926,,5107,GPS,0.01,0.01,
101558,101558,WELTY SPRING 5,,,-104.582231,39.122175,,5107,GPS,0.01,0.01,
101559,101559,WELTY SPRING 6,,,-104.582722,39.12124,,5107,GPS,0.01,0.01,
101560,101560,WENDY SPG & SEPG PUMP,,,-104.692135,40.52479,,5107,GPS,0.01,0.01,
101561,101561,MORGAN SPRING 1,,,-104.55543,39.252159,,5107,GPS,0.01,0.01,
101562,101562,STEPHAN SPRING 1,,,-104.25409,39.158023,,5107,GPS,0.01,0.01,
101563,101563,EAST QUAIL SPRING,,,-104.178389,40.29455,,5107,Spotted from section lines,0.01,0.01,
101564,101564,EAST RUMSEY SPRING,,,-104.16895,40.293631,,5107,Spotted from section lines,0.01,0.01,
101565,101565,DEWD RANCH SPRG 1,,,-104.568657,39.1428,,5107,Spotted from quarters,0.01,0.01,
101566,101566,GRAVES CREEK SPRING NORTHEAST,,,-105.007764,40.994801,,5107,Per Decree,0.01,0.01,
101567,101567,GRAVES CREEK SPRING NORTHWEST,,,-105.016919,40.996026,,5107,Per Decree,0.01,0.01,
101568,101568,STATELINE EAST SPRING,,,-105.023958,40.997754,,5107,Per Decree,0.01,0.01,
101569,101569,GRAVE CREEK SPRING SOUTH,,,-105.005599,40.97919,,5107,Per Decree,0.01,0.01,
101570,101570,GRAVES CREEK DIVR,,,-104.990957,40.978894,,5107,Spotted from quarters,0.01,0.01,
101571,101571,MEADOW SPRING 3,,,-104.938389,40.950784,,5107,Spotted from section lines,0.01,0.01,
101572,101572,WINDY ACRES SPRING,,,-104.956277,40.920001,,5107,Spotted from quarters,0.01,0.01,
101573,101573,MEADOW SPRING 1,,,-104.936963,40.902855,,5107,Spotted from section lines,0.01,0.01,
101574,101574,MEADOW SPRING 2,,,-104.941933,40.899641,,5107,Spotted from section lines,0.01,0.01,
101599,101599,GRAVES CREEK MINIMUM FLOW,,,-104.992573,40.969949,,5107,Per Decree,0.01,0.01,
102003,102003,PIONEER UPPER INDITCH RECHARGE AREA,,,-103.677135,40.294318,,5107,Digitized,0.01,0.01,
102018,102018,LOWER P & B EMERSON LAKE,,,-103.499685,40.324819,,5107,Digitized,0.01,0.01,
102019,102019,LOWR P & B ESCHEN RCHRG BASIN 1,,,-103.454918,40.393065,,5107,GPS,0.01,0.01,
102022,102022,LOWER P & B WIND RCHRG POND,,,-103.471514,40.342197,,5107,Digitized,0.01,0.01,
102035,102035,BIJOU MILLIRON DRAW RCHG A,,,-104.100198,40.301067,,5107,Digitized,0.01,0.01,
102036,102036,BIJOU KIOWA CR RCHRG A,,,-104.080471,40.298038,,5107,Digitized,0.01,0.01,
102039,102039,BOXELDER RECHARGE AREA,,,-104.611901,39.987789,,5107,GPS,0.01,0.01,
102042,102042,BIJOU LOST CR E POND,,,-104.274853,40.294312,,5107,Digitized,0.01,0.01,
102043,102043,BIJOU LOST CR W POND,,,-104.296664,40.298005,,5107,Digitized,0.01,0.01,
102047,102047,RIVERSIDE/EQUUS POND 3,,,-104.324194,40.3278,,5107,Digitized,0.01,0.01,
102048,102048,RIVERSIDE NAT FARMS POND 1,,,-104.331722,40.340367,,5107,Digitized,0.01,0.01,
102049,102049,RIVERSIDE/EQUUS POND 1,,,-104.330132,40.333312,,5107,Digitized,0.01,0.01,
102050,102050,RIVERSIDE/EQUUS POND 2,,,-104.222324,40.320819,,5107,Spotted from quarters,0.01,0.01,
102059,102059,FT MORGAN PSC RCHRG A 2,,,-103.693498,40.229513,,5107,Digitized,0.01,0.01,
102061,102061,BIJOU GOEDERT RCHRG A,,,-103.984002,40.254654,,5107,Digitized,0.01,0.01,
102068,102068,BIJOU MCQWD RCHRG POND 1,,,-103.950802,40.219997,,5107,Digitized,0.01,0.01,
102069,102069,RIVERSIDE NAT FARMS POND 2,,,-104.320862,40.343187,,5107,Digitized,0.01,0.01,
102072,102072,BIJOU DEARFIELD POND,,,-104.261362,40.293947,,5107,Digitized,0.01,0.01,
102087,102087,RIVERSIDE GROVES S RECHARGE AREA,,,-104.140464,40.335347,,5107,GPS,0.01,0.01,
102088,102088,RIVERSIDE GROVES N RECHARGE AREA,,,-104.146232,40.343061,,5107,Spotted from section lines,0.01,0.01,
102089,102089,RIVERSIDE GROVES M RECHARGE AREA,,,-104.141693,40.341248,,5107,Spotted from section lines,0.01,0.01,
102093,102093,LOWER P & B TUCK RCHRG A,,,-103.510264,40.343099,,5107,Digitized,0.01,0.01,
102100,102100,RIVERSIDE CULPEPPER POND 3 RECHARGE AREA,,,-104.182936,40.34555,,5107,Digitized,0.01,0.01,
102101,102101,RIVERSIDE CULPEPPER POND 2 RECHARGE AREA,,,-104.184437,40.340645,,5107,Digitized,0.01,0.01,
102105,102105,RIVERSIDE CLARK POND 1 RECHARGE AREA,,,-104.129361,40.351012,,5107,Digitized,0.01,0.01,
102123,102123,LOWER P & B SNYDER HWY RECHARGE AREA,,,-103.416762,40.389644,,5107,Digitized,0.01,0.01,
102138,102138,RIVERSIDE LORENZINI RECHARGE AREA,,,-104.001152,40.382858,,5107,Digitized,0.01,0.01,
102209,102209,LOWER P & B D PARACHUTE HILLROSE RCHRG AREA,,,-103.522518,40.327368,,5107,Digitized,0.01,0.01,
102210,102210,LOWER P&B SNYDER WEST RCHRG AREA,,,-103.45441,40.392395,,5107,Digitized,0.01,0.01,
102211,102211,RIVERSIDE SAND BAR CLUB POND RECHARGE AREA,,,-104.182129,40.352811,,5107,GPS,0.01,0.01,
102232,102232,LOWER P&B SNYDER MIDDLE RECHARGE AREA,,,-103.436321,40.399345,,5107,Digitized,0.01,0.01,
102233,102233,LOWER P&B SNYDER SOUTH RECHARGE AREA,,,-103.454594,40.385061,,5107,Digitized,0.01,0.01,
102241,102241,CULPEPPER 4 RECHARGE AREA,,,-104.177333,40.343345,,5107,GPS,0.01,0.01,
102242,102242,CULPEPPER 5 RECHARGE AREA,,,-104.174725,40.339975,,5107,GPS,0.01,0.01,
102256,102256,RIVERSIDE JONES NORTH RECHARGE AREA,,,-104.170824,40.347073,,5107,GPS,0.01,0.01,
102274,102274,RIVERSIDE EMPIRE RECHARGE AREA,,,-104.169099,40.33988,,5107,GPS,0.01,0.01,
102278,102278,SUBLETTE POND 13 RECHARGE AREA,,,-104.192273,40.321792,,5107,GPS,0.01,0.01,
102279,102279,SUBLETTE POND 14 RECHARGE AREA,,,-104.187247,40.312955,,5107,GPS,0.01,0.01,
102283,102283,RIVERSIDE WELKER 5 JONES RECHARGE AREA,,,-104.151305,40.342094,,5107,GPS,0.01,0.01,
102284,102284,RIVERSIDE WELKER 6 RECHARGE AREA,,,-104.140184,40.338903,,5107,GPS,0.01,0.01,
102291,102291,RIVERSIDE CHRISTENSEN NORTH POND RECHARGE AREA,,,-103.744286,40.362719,,5107,Spotted from section lines,0.01,0.01,
102292,102292,RIVERSIDE CHRISTENSEN WEST POND RECHARGE AREA,,,-103.747468,40.355655,,5107,Spotted from section lines,0.01,0.01,
102293,102293,RIVERSIDE CHRISTENSEN EAST POND RECHARGE AREA,,,-103.738721,40.362979,,5107,Spotted from section lines,0.01,0.01,
102294,102294,RIVERSIDE SHOTGUN POND RECHARGE AREA,,,-104.140277,40.35194,,5107,Spotted from section lines,0.01,0.01,
102295,102295,RIVERSIDE CLARK POND 2 RECHARGE AREA,,,-104.12133,40.353019,,5107,Spotted from section lines,0.01,0.01,
102296,102296,RIVERSIDE CLARK POND 3 RECHARGE AREA,,,-104.129361,40.351012,,5107,Digitized,0.01,0.01,
102297,102297,RIVERSIDE CULPEPPER POND 1 RECHARGE AREA,,,-104.184764,40.335879,,5107,Spotted from section lines,0.01,0.01,
102308,102308,RIVERSIDE CULPEPPER POND 6 RECHARGE AREA,,,-104.178689,40.339481,,5107,Spotted from section lines,0.01,0.01,
102309,102309,RIVERSIDE WELKER 2 JONES POND RECHARGE AREA,,,-104.168318,40.342244,,5107,Spotted from section lines,0.01,0.01,
102310,102310,RIVERSIDE JONES PASTURE POND RECHARGE AREA,,,-104.178248,40.33777,,5107,Spotted from section lines,0.01,0.01,
102311,102311,RIVERSIDE STATE S36 1 POND RECHARGE AREA,,,-104.16527,40.351141,,5107,Spotted from section lines,0.01,0.01,
102313,102313,RIVERSIDE STATE S36 2 POND RECHARGE AREA,,,-104.160546,40.352977,,5107,Spotted from section lines,0.01,0.01,
102314,102314,RIVERSIDE WELKER 3 POND RECHARGE AREA,,,-104.159917,40.349359,,5107,Spotted from section lines,0.01,0.01,
102315,102315,RIVERSIDE WELKER 4 POND RECHARGE AREA,,,-104.152584,40.349585,,5107,Spotted from section lines,0.01,0.01,
102317,102317,RIVERSIDE CASTOR POND RECHARGE AREA,,,-104.023799,40.387259,,5107,Spotted from section lines,0.01,0.01,
102318,102318,RIVERSIDE CARMEN POND RECHARGE AREA,,,-104.006749,40.389744,,5107,Spotted from section lines,0.01,0.01,
102319,102319,RIVERSIDE STATE S16 E POND RECHARGE AREA,,,-103.874227,40.306715,,5107,Spotted from section lines,0.01,0.01,
102320,102320,RIVERSIDE STATE S16 W 1 POND RECHARGE AREA,,,-103.878564,40.306694,,5107,Spotted from section lines,0.01,0.01,
102321,102321,RIVERSIDE STATE S16 W 2 POND RECHARGE AREA,,,-103.881064,40.30607,,5107,Spotted from section lines,0.01,0.01,
102322,102322,RIVERSIDE DILLEY POND RECHARGE AREA,,,-103.709037,40.332291,,5107,Spotted from section lines,0.01,0.01,
102323,102323,RIVERSIDE KEMBEL POND RECHARGE AREA,,,-103.712977,40.334425,,5107,Spotted from section lines,0.01,0.01,
102324,102324,RIVERSIDE LONGACRE S POND RECHARGE AREA,,,-103.770205,40.355345,,5107,Spotted from section lines,0.01,0.01,
102325,102325,RIVERSIDE LONGACRE D POND RECHARGE AREA,,,-103.76388,40.364701,,5107,Spotted from section lines,0.01,0.01,
102326,102326,RIVERSIDE LONGACRE N POND RECHARGE AREA,,,-103.771526,40.36194,,5107,Spotted from section lines,0.01,0.01,
102327,102327,RIVERSIDE AMSBERRY POND RECHARGE AREA,,,-103.603168,40.34116,,5107,Spotted from section lines,0.01,0.01,
102328,102328,RIVERSIDE C KEMBEL 4 POND RECHARGE AREA,,,-103.596615,40.369715,,5107,Spotted from section lines,0.01,0.01,
102329,102329,RIVERSIDE C KEMBEL 1 POND RECHARGE AREA,,,-103.581914,40.3679,,5107,Spotted from section lines,0.01,0.01,
102330,102330,RIVERSIDE C KEMBEL 2 POND RECHARGE AREA,,,-103.601483,40.368972,,5107,Spotted from section lines,0.01,0.01,
102331,102331,RIVERSIDE C KEMBEL 3 POND RECHARGE AREA,,,-103.601576,40.368716,,5107,Spotted from section lines,0.01,0.01,
102332,102332,RIVERSIDE J WOODWARD POND RECHARGE AREA,,,-103.669423,40.3598,,5107,Digitized,0.01,0.01,
102333,102333,RIVERSIDE WOODWARD N POND RECHARGE AREA,,,-103.643922,40.355532,,5107,Spotted from section lines,0.01,0.01,
102334,102334,RIVERSIDE WOODWARD S POND RECHARGE AREA,,,-103.635408,40.349563,,5107,Spotted from section lines,0.01,0.01,
102335,102335,RIVERSIDE C KEMBEL 5 POND RECHARGE AREA,,,-103.587814,40.361509,,5107,Spotted from section lines,0.01,0.01,
102336,102336,RIVERSIDE C KEMBEL 6 POND RECHARGE AREA,,,-103.588372,40.355295,,5107,Spotted from section lines,0.01,0.01,
102337,102337,RIVERSIDE WELKER 7 POND RECHARGE AREA,,,-104.144751,40.342608,,5107,Spotted from section lines,0.01,0.01,
102338,102338,RIVERSIDE WELKER 8 POND RECHARGE AREA,,,-104.13211,40.344253,,5107,Spotted from section lines,0.01,0.01,
102339,102339,RIVERSIDE LORENZINI S RECHARGE AR,,,-103.994677,40.380253,,5107,Spotted from section lines,0.01,0.01,
102348,102348,NEW CACHE SOUTH BARNSVILLE 067 RECHARGE AREA,,,-104.462743,40.494069,,5107,GPS,0.01,0.01,
102349,102349,SUBLETTE POND 12 RECHARGE AREA,,,-104.184656,40.319577,,5107,Digitized,0.01,0.01,
102361,102361,NEW CACHE NORTH BARNSVILLE 068 RECHARGE AREA,,,-104.464826,40.499142,,5107,GPS,0.01,0.01,
102371,102371,LOWER P & B CURTIS RECHARGE AREA,,,-103.53665,40.299446,,5107,Digitized,0.01,0.01,
102379,102379,LOWER P&B HANSEN CORNER RECHARGE AREA,,,-103.603579,40.299476,,5107,Spotted from section lines,0.01,0.01,
102380,102380,LOWER P&B LOTITO NW RECHARGE AREA,,,-103.602294,40.305735,,5107,Spotted from section lines,0.01,0.01,
102381,102381,LOWER P&B LOTITO SW RECHARGE AREA,,,-103.602213,40.299586,,5107,Spotted from section lines,0.01,0.01,
102382,102382,LOWER P&B ODLE RECHARGE AREA,,,-103.612995,40.299711,,5107,GPS,0.01,0.01,
102383,102383,LOWER P&B MAY RECHARGE AREA,,,-103.574925,40.311541,,5107,Spotted from section lines,0.01,0.01,
102384,102384,LOWER P&B PARACHUTE EAST RECHARGE AREA,,,-103.518702,40.334456,,5107,Spotted from section lines,0.01,0.01,
102421,102421,RIVERSIDE AUG IMPACT REACH 3,,,-103.834359,40.274712,,5107,Digitized,0.01,0.01,
102443,102443,SUBLETTE POND 1 RECHARGE AREA,,,-104.186497,40.335238,,5107,GPS,0.01,0.01,
102444,102444,SUBLETTE POND 2 RECHARGE AREA,,,-104.185944,40.333243,,5107,GPS,0.01,0.01,
102445,102445,SUBLETTE POND 3 RECHARGE AREA,,,-104.183445,40.331268,,5107,Digitized,0.01,0.01,
102446,102446,SUBLETTE POND 4 RECHARGE AREA,,,-104.181903,40.328793,,5107,Digitized,0.01,0.01,
102447,102447,SUBLETTE POND 5 RECHARGE AREA,,,-104.187465,40.331065,,5107,GPS,0.01,0.01,
102448,102448,SUBLETTE POND 6 RECHARGE AREA,,,-104.188595,40.330063,,5107,Digitized,0.01,0.01,
102449,102449,SUBLETTE POND 7 RECHARGE AREA,,,-104.189078,40.328112,,5107,GPS,0.01,0.01,
102450,102450,SUBLETTE POND 8 RECHARGE AREA,,,-104.190968,40.328567,,5107,Digitized,0.01,0.01,
102451,102451,SUBLETTE POND 9 RECHARGE AREA,,,-104.193343,40.327809,,5107,GPS,0.01,0.01,
102452,102452,SUBLETTE POND 10 RECHARGE AREA,,,-104.196153,40.329063,,5107,GPS,0.01,0.01,
102454,102454,SUBLETTE POND 11 RECHARGE AREA,,,-104.190626,40.322673,,5107,GPS,0.01,0.01,
102455,102455,SUBLETTE POND 15 RECHARGE AREA,,,-104.191171,40.315514,,5107,GPS,0.01,0.01,
102457,102457,SUBLETTE POND 16 RECHARGE AREA,,,-104.192746,40.317248,,5107,Digitized,0.01,0.01,
102458,102458,SUBLETTE POND 17 RECHARGE AREA,,,-104.19257,40.312419,,5107,Digitized,0.01,0.01,
102460,102460,SUBLETTE POND 18 RECHARGE AREA,,,-104.19598,40.31289,,5107,Digitized,0.01,0.01,
102461,102461,SUBLETTE POND 19 RECHARGE AREA,,,-104.195658,40.314212,,5107,Digitized,0.01,0.01,
102462,102462,SUBLETTE POND 20 RECHARGE AREA,,,-104.198989,40.311253,,5107,Digitized,0.01,0.01,
102463,102463,SUBLETTE POND 21 RECHARGE AREA,,,-104.199501,40.308716,,5107,Digitized,0.01,0.01,
102858,102858,ECCV AUG SOUTH PLATTE EMPIRE TO BIJOU IMPACT REACH,,,-104.483545,40.378803,,5107,Digitized,0.01,0.01,
103000,103000,ERKER GRAVEL PIT M-1985-200,,,-103.770963,40.2682,,5107,Digitized,0.01,0.01,
103002,103002,HABAKKUK 23 STOCK POND,,,-104.511087,39.083879,,5107,Digitized,0.01,0.01,
103003,103003,17 SE POND,,,-103.88917,40.309918,,5107,Digitized,0.01,0.01,
103005,103005,BAUR SANCTUARY POND,,,-104.557135,40.727331,,5107,Digitized,0.01,0.01,
103006,103006,LAKE LARRY,,,-103.838493,40.289546,,5107,Digitized,0.01,0.01,
103007,103007,DAHMSTALTON POND,,,-103.831294,40.29015,,5107,Digitized,0.01,0.01,
103008,103008,EAST ANTELOPE HILLS LAKE,,,-104.396163,39.703596,,5107,Digitized,0.01,0.01,
103009,103009,CORNISH PLAINS RES,,,-104.451144,40.496771,,5107,GPS,0.01,0.01,
103011,103011,SCHULTZ RESERVOIR,,,-103.608566,40.340242,,5107,Digitized,0.01,0.01,
103015,103015,WEITZEL POND 1,,,-104.154338,40.585442,,5107,Spotted from section lines,0.01,0.01,
103016,103016,WEITZEL POND 2,,,-104.133673,40.535367,,5107,Spotted from section lines,0.01,0.01,
103020,103020,WINDY ACRES POND,,,-104.953888,40.918176,,5107,Spotted from quarters,0.01,0.01,
103022,103022,VISSERING POND NO 1,,,-103.929424,40.325181,,5107,Digitized,0.01,0.01,
103023,103023,VISSERING POND NO 2,,,-103.927055,40.32606,,5107,Digitized,0.01,0.01,
103024,103024,NEW CACHE AGRICULTURAL POND 1,,,-104.594864,40.426319,,5107,Spotted from quarters,0.01,0.01,
103025,103025,FOUR X RANCH POND,,,-103.73409,40.326343,,5107,Per Decree,0.01,0.01,
103026,103026,EMERALD RESERVOIR,,,-104.617666,39.932713,,5107,Per Decree,0.01,0.01,
103028,103028,ACWWA 70 RANCH STORAGE RESERVOIR,,,-104.41951,40.331886,,5107,Spotted from quarters,0.01,0.01,
103029,103029,AGATE RESERVOIR,,,-103.963264,39.459518,,5107,GPS,0.01,0.01,
103335,103335,COOKSEY RES,,,-104.559232,40.116223,,5107,Digitized,0.01,0.01,
103341,103341,EVERIST POND 2,,,-104.857717,40.884776,,5107,GPS,0.01,0.01,
103342,103342,SNYDER RES,,,-103.530165,40.371748,,5107,Spotted from quarters,0.01,0.01,
103343,103343,EVERIST POND 1,,,-104.859641,40.884436,,5107,GPS,0.01,0.01,
103344,103344,RIVERSIDE HEADLEY RCHRG POND 1,,,-103.555595,40.37576,,5107,Digitized,0.01,0.01,
103345,103345,RIVERSIDE HEADLEY RCHRG POND 2,,,-103.551911,40.369889,,5107,Digitized,0.01,0.01,
103346,103346,RIVERSIDE HEADLEY RCHRG POND 3,,,-103.551377,40.368227,,5107,Digitized,0.01,0.01,
103347,103347,RIVERSIDE HEADLEY RCHRG POND 4,,,-103.557015,40.384317,,5107,Spotted from section lines,0.01,0.01,
103348,103348,RIVERSIDE HEADLEY RCHRG POND 5,,,-103.550118,40.382285,,5107,Spotted from section lines,0.01,0.01,
103349,103349,RIVERSIDE HEADLEY RCHRG POND 6,,,-103.54147,40.380122,,5107,Spotted from section lines,0.01,0.01,
103351,103351,TWOMBLY RANCH LK 1,,,-104.592438,40.061412,,5107,Spotted from quarters,0.01,0.01,
103352,103352,HABAKKUK STOCK POND,,,-104.536663,39.085438,,5107,Digitized,0.01,0.01,
103353,103353,IRELAND RES NO 4,,,-104.595221,40.063197,,5107,Digitized,0.01,0.01,
103378,103378,SCHMEECKLE POND,,,-103.833627,40.287209,,5107,Digitized,0.01,0.01,
103379,103379,THORNTON PUMP STA 3A PIT,,,-104.536429,40.413738,,5107,Spotted from quarters,0.01,0.01,
103381,103381,COAN RESERVOIR 1,,,-104.473865,40.050401,,5107,Spotted from quarters,0.01,0.01,
103382,103382,THORNTON PUMP STA 3 PIT,,,-104.592626,40.428005,,5107,Spotted from quarters,0.01,0.01,
103383,103383,LAMBORN RES 1,,,-103.93942,40.358831,,5107,Digitized,0.01,0.01,
103384,103384,LAMBORN RES 2,,,-103.937512,40.353025,,5107,Digitized,0.01,0.01,
103385,103385,ADAMS BUNKER RES 2,,,-104.374622,40.868251,,5107,Digitized,0.01,0.01,
103386,103386,ADAMS BUNKER RES 3,,,-104.369615,40.871863,,5107,GPS,0.01,0.01,
103388,103388,NIELSON RES,,,-104.30743,40.825176,,5107,GPS,0.01,0.01,
103392,103392,SPWCP FOREBAY RES,,,-104.600594,40.425293,,5107,Spotted from quarters,0.01,0.01,
103393,103393,SPWCP GALETON RES,,,-104.512717,40.590415,,5107,Spotted from quarters,0.01,0.01,
103395,103395,SPWCP RIVERSIDE FOREBAY RES,,,-104.467564,40.381374,,5107,Spotted from quarters,0.01,0.01,
103400,103400,VANCIL RES,,,-103.649784,40.364263,,5107,Digitized,0.01,0.01,
103401,103401,REDHEAD POND,,,-104.106261,40.376979,,5107,Spotted from quarters,0.01,0.01,
103402,103402,FAMILY ENRICHMENT LAKE,,,-104.546418,39.183247,,5107,Digitized,0.01,0.01,
103403,103403,CHRIS DOBBINS LAKE,,,-104.527136,39.180413,,5107,Digitized,0.01,0.01,
103404,103404,WOOD DUCK POND,,,-104.09669,40.377004,,5107,Spotted from quarters,0.01,0.01,
103405,103405,LINDA'S POND,,,-104.106352,40.373408,,5107,Spotted from quarters,0.01,0.01,
103406,103406,MALLARD POND,,,-104.096757,40.373387,,5107,Spotted from quarters,0.01,0.01,
