WaterSourceUUID,Geometry,GNISFeatureNameCV,WaterQualityIndicatorCV,WaterSourceName,WaterSourceNativeID,WaterSourceTypeCV
MTwr_WS132,,,Fresh,UNNAMED TRIBUTARY OF UNNAMED TRIBUTARY OF SOUTH FORK CORRAL CREEK,WaDEMT_WS132,Surface Water
MTwr_WS133,,,Fresh,"CORRAL CREEK, SOUTH FORK",WaDEMT_WS133,Surface Water
MTwr_WS134,,,Fresh,UNNAMED TRIBUTARY OF FRESH WATER DRAW,WaDEMT_WS134,Surface Water
MTwr_WS135,,,Fresh,PRAIRIE DOG CREEK,WaDEMT_WS135,Surface Water
MTwr_WS136,,,Fresh,LAMPKIN GULCH,WaDEMT_WS136,Surface Water
MTwr_WS137,,,Fresh,EWALT DRAW,WaDEMT_WS137,Surface Water
MTwr_WS138,,,Fresh,UNNAMED TRIBUTARY OF WHITETAIL CREEK,WaDEMT_WS138,Surface Water
MTwr_WS139,,,Fresh,SQUABBLE CREEK,WaDEMT_WS139,Surface Water
MTwr_WS140,,,Fresh,"SPRING, UNNAMED TRIBUTARY OF UNNAMED TRIBUTARY OF WEST FORK GROAT CREEK",WaDEMT_WS140,Groundwater
MTwr_WS141,,,Fresh,UNNAMED TRIBUTARY OF UNNAMED TRIBUTARY OF WEST FORK GROAT CREEK,WaDEMT_WS141,Surface Water
MTwr_WS142,,,Fresh,"SPRING, UNNAMED TRIBUTARY OF SKULL CREEK",WaDEMT_WS142,Groundwater
MTwr_WS143,,,Fresh,"WHITETAIL CREEK, NORTH FORK",WaDEMT_WS143,Surface Water
MTwr_WS144,,,Fresh,FLASTED CREEK,WaDEMT_WS144,Surface Water
MTwr_WS145,,,Fresh,UNNAMED TRIBUTARY OF HORSE CREEK,WaDEMT_WS145,Groundwater
MTwr_WS146,,,Fresh,CATAMOUNT CREEK,WaDEMT_WS146,Surface Water
MTwr_WS147,,,Fresh,UNNAMED TRIBUTARY OF SHERRIL CREEK,WaDEMT_WS147,Surface Water
MTwr_WS148,,,Fresh,UNNAMED TRIBUTARY OF COAL BANK CREEK,WaDEMT_WS148,Surface Water
MTwr_WS149,,,Fresh,UNNAMED TRIBUTARY OF SQUABBLE CREEK,WaDEMT_WS149,Surface Water
MTwr_WS150,,,Fresh,UNNAMED TRIBUTARY OF FLASTED CREEK,WaDEMT_WS150,Surface Water
MTwr_WS151,,,Fresh,MUSKRAT CREEK,WaDEMT_WS151,Surface Water
MTwr_WS152,,,Fresh,HAWKSNEST CREEK,WaDEMT_WS152,Surface Water
MTwr_WS153,,,Fresh,"SPRING, UNNAMED TRIBUTARY OF COAL BANK CREEK, SOUTH FORK",WaDEMT_WS153,Groundwater
MTwr_WS154,,,Fresh,UNNAMED TRIBUTARY OF TIE CREEK,WaDEMT_WS154,Surface Water
MTwr_WS155,,,Fresh,"UNNAMED TRIBUTARY OF T L CREEK, EAST FORK",WaDEMT_WS155,Surface Water
MTwr_WS156,,,Fresh,UNNAMED TRIBUTARY OF WAGON CREEK,WaDEMT_WS156,Surface Water
MTwr_WS157,,,Fresh,DEAD BOY CREEK,WaDEMT_WS157,Surface Water
MTwr_WS158,,,Fresh,IKEY CREEK,WaDEMT_WS158,Surface Water
MTwr_WS159,,,Fresh,BOX ELDER CREEK,WaDEMT_WS159,Surface Water
MTwr_WS160,,,Fresh,UNNAMED TRIBUTARY OF HICKEY CREEK,WaDEMT_WS160,Surface Water
MTwr_WS161,,,Fresh,UNNAMED TRIBUTARY OF HORSETRACK DRAW,WaDEMT_WS161,Surface Water
MTwr_WS162,,,Fresh,SOFT WATER DRAW,WaDEMT_WS162,Surface Water
MTwr_WS163,,,Fresh,UNNAMED TRIBUTARY OF CLEAR FORK,WaDEMT_WS163,Surface Water
MTwr_WS164,,,Fresh,"UNNAMED TRIBUTARY OF CORRAL CREEK, SOUTH FORK",WaDEMT_WS164,Surface Water
MTwr_WS165,,,Fresh,"UNNAMED TRIBUTARY OF WHITETAIL CREEK, SOUTH FORK",WaDEMT_WS165,Surface Water
MTwr_WS166,,,Fresh,"SUBIRRIGATION, UNNAMED TRIBUTARY OF L O CREEK",WaDEMT_WS166,Surface Water
MTwr_WS167,,,Fresh,UNNAMED TRIBUTARY OF SPEELMAN CREEK,WaDEMT_WS167,Surface Water
MTwr_WS168,,,Fresh,PARK CREEK,WaDEMT_WS168,Surface Water
MTwr_WS169,,,Fresh,"GROAT CREEK, EAST FORK",WaDEMT_WS169,Surface Water
MTwr_WS170,,,Fresh,UNNAMED TRIBUTARY OF UNNAMED TRIBUTARY OF EAST FORK GROAT CREEK,WaDEMT_WS170,Surface Water
MTwr_WS171,,,Fresh,"GROAT CREEK, WEST FORK",WaDEMT_WS171,Surface Water
MTwr_WS172,,,Fresh,UNNAMED TRIBUTARY OF DUTCHMAN CREEK,WaDEMT_WS172,Surface Water
MTwr_WS173,,,Fresh,UNNAMED TRIBUTARY OF UNNAMED TRIBUTARY OF NORTH FORK DEAD BOY CREEK,WaDEMT_WS173,Surface Water
MTwr_WS174,,,Fresh,UNNAMED TRIBUTARY OF SOUTH SPRING CREEK,WaDEMT_WS174,Surface Water
MTwr_WS175,,,Fresh,UNNAMED TRIBUTARY OF HACKBERRY CREEK,WaDEMT_WS175,Surface Water
MTwr_WS176,,,Fresh,UNNAMED TRIBUTARY OF NORTH COTTONWOOD CREEK,WaDEMT_WS176,Surface Water
MTwr_WS177,,,Fresh,UNNAMED TRIBUTARY OF DUNCAN CREEK,WaDEMT_WS177,Surface Water
MTwr_WS178,,,Fresh,"UNNAMED TRIBUTARY OF TL CREEK, EAST FORK",WaDEMT_WS178,Surface Water
MTwr_WS179,,,Fresh,UNNAMED TRIBUTARY OF LOME CREEK,WaDEMT_WS179,Surface Water
MTwr_WS180,,,Fresh,UNNAMED TRIBUTARY OF FLAT CREEK,WaDEMT_WS180,Surface Water
MTwr_WS181,,,Fresh,"UNNAMED TRIBUTARY OF DEAD BOY CREEK, NORTH FORK",WaDEMT_WS181,Surface Water
MTwr_WS182,,,Fresh,UNNAMED TRIBUTARY OF CORRALL CREEK,WaDEMT_WS182,Surface Water
MTwr_WS183,,,Fresh,UNKNOWN CREEK,WaDEMT_WS183,Surface Water
MTwr_WS184,,,Fresh,"UNNAMED TRIBUTARY OF WHITETAIL CREEK, NORTH FORK",WaDEMT_WS184,Surface Water
MTwr_WS185,,,Fresh,MCCARTY CREEK,WaDEMT_WS185,Surface Water
MTwr_WS186,,,Fresh,SURFACE WATER,WaDEMT_WS186,Surface Water
MTwr_WS187,,,Fresh,"SPRING, UNNAMED TRIBUTARY OF CATAMOUNT CREEK",WaDEMT_WS187,Groundwater
MTwr_WS188,,,Fresh,"UNNAMED TRIBUTARY OF GROAT CREEK, WEST FORK",WaDEMT_WS188,Surface Water
MTwr_WS189,,,Fresh,"SPRING, UNNAMED TRIBUTARY OF SPEELMON CREEK",WaDEMT_WS189,Groundwater
