Year,Subbasin,SubID,PrecipitationRate_NonPeak,PrecipitationRate_Peak,PrecipitationRate_Annual,PrecipitationVolume_NonPeak,PrecipitationVolume_Peak,PrecipitationVolume_Annual,TotalRecharge,TotalRunoff,TotalET,SuppyTotal_NonPeak,SupplyTotal_Peak,SupplyTotal_Annual,StreamflowAF_NonPeak,StreamflowAF_Peak,StreamflowAF_Annual,StreamflowAFUncapped_NonPeak,StreamflowAFUncapped_Peak,StreamflowAFUncapped_Annual,SWDTotal_NonPeak,SWDTotal_Peak,SWDTotal_Annual,GWDP_NonPeak,GWDP_Peak,GWDP_Annual,BasinInflows_NonPeak,BasinInflows_Peak,BasinInflows_Annual,LongTermDemandTotal_NonPeak,LongTermDemandTotal_Peak,LongTermDemandTotal_Annual,NearTermDemandTotal_NonPeak,NearTermDemandTotal_Peak,NearTermDemandTotal_Annual,ProjectedLongTermDemandTotal_NonPeak,ProjectedLongTermDemandTotal_Peak,ProjectedLongTermDemandTotal_Annual,SWDemandTotal_NonPeak,SWDemandTotal_Peak,SWDemandTotal_Annual,SWDemand_NonPeak,SWDemand_Peak,SWDemand_Annual,SWDEvaporation_NonPeak,SWDEvaporation_Peak,SWDEvaporation_Annual,GWCIrrigation_NonPeak,GWCIrrigation_Peak,GWCIrrigation_Annual,GWCMunicipal_NonPeak,GWCMunicipal_Peak,GWCMunicipal_Annual,GWCIndustrial_NonPeak,GWCIndustrial_Peak,GWCIndustrial_Annual,GWCTotal_NonPeak,GWCTotal_Peak,GWCTotal_Annual,TotalNonConsumptiveUse_NonPeak,TotalNonConsumptiveUse_Peak,TotalNonConsumptiveUse_Annual,InducedGWRecharge_NonPeak,InducedGWRecharge_Peak,InducedGWRecharge_Annual,InstreamFlow_NonPeak,InstreamFlow_Peak,InstreamFlow_Annual,Hydropower_NonPeak,Hydropower_Peak,Hydropower_Annual,BasinOutflows_NonPeak,BasinOutflows_Peak,BasinOutflows_Annual,NetSurfaceWaterLoss_NonPeak,NetSurfaceWaterLoss_Peak,NetSurfaceWaterLoss_Annual,GWIAcres,SWIAcres,COIAcres,NearTermBalanceNonPeak,NearTermBalance_Peak,NearTermBalance_Annual,LongTermBalance_NonPeak,LongTermBalance_Peak,LongTermBalance_Annual,ProjectedLongTermBalance_NonPeak,ProjectedLongTermBalance_Peak,ProjectedLongTermBalance_Annual
1999,South Loup River,504,16,13,29,1922206,1597721,3519927,158506,58923,3302498,161613,55816,217429,137014,46639,183653,139176,55860,195036,1047,2046,3093,23552,7131,30683,0,0,0,220398,84798,305196,170744,60951,231695,231418,89038,320456,1025,2008,3033,1025,2008,3033,0,0,0,71793,30769,102562,1058,158,1216,355,52,407,73206,30978,104184,146167,51812,197979,0,0,0,0,0,0,0,0,0,146167,51812,197979,0,0,0,218378,5136,3524,-9131,-5134,-14266,-58785,-28982,-87767,-69805,-33222,-103027
2000,South Loup River,504,8,8,16,1001098,1002196,2003294,130673,48577,1824044,144145,35104,179250,117933,21459,139392,117933,21608,139541,1300,5078,6379,24912,8567,33479,0,0,0,284496,95482,379978,168798,44188,212986,298721,100256,398977,1310,5006,6316,1310,5006,6316,0,0,0,139187,59651,198838,1054,157,1211,369,52,421,140610,59861,200471,142575,30616,173191,0,0,0,0,0,0,0,0,0,142575,30616,173191,0,0,0,219647,5119,3515,-24652,-9084,-33736,-140350,-60378,-200728,-154575,-65152,-219727
2001,South Loup River,504,17,7,24,2061461,876842,2938303,138116,51343,2748843,155445,34014,189459,127215,21241,148456,141243,21241,162484,507,3822,4329,27723,8951,36674,0,0,0,241003,76248,317251,170094,43328,213422,253053,80061,333114,498,3750,4248,498,3750,4248,0,0,0,97212,41662,138874,1051,157,1208,369,52,421,98632,41871,140504,141873,30627,172500,0,0,0,0,0,0,0,0,0,141873,30627,172500,0,0,0,223249,5053,3636,-14648,-9314,-23963,-85558,-42235,-127792,-97608,-46047,-143655
2002,South Loup River,504,10,5,15,1239200,654009,1893209,115186,42819,1735204,130858,27147,158005,101946,11585,113531,101946,11585,113531,639,5537,6176,28273,10025,38298,0,0,0,281276,93512,374788,155133,37757,192891,295340,98187,393528,631,5627,6259,631,5627,6259,0,0,0,152998,65571,218569,1049,157,1205,369,52,421,154416,65779,220196,126229,22105,148334,0,0,0,0,0,0,0,0,0,126229,22105,148334,0,0,0,230332,5114,3687,-24275,-10610,-34885,-150419,-66364,-216783,-164483,-71040,-235522
2003,South Loup River,504,14,6,20,1749303,741565,2490868,114328,42501,2334039,121266,35562,156828,90375,21566,111941,92710,22487,115197,178,4596,4774,30713,9400,40113,0,0,0,247615,90751,338367,151517,46210,197727,259996,95289,355285,181,4628,4809,181,4628,4809,0,0,0,125369,53730,179099,1046,156,1202,396,56,452,126811,53942,180753,120623,32182,152805,0,0,0,0,0,0,0,0,0,120623,32182,152805,0,0,0,237939,5057,3790,-30252,-10647,-40899,-126350,-55189,-181539,-138730,-59727,-198457
2004,South Loup River,504,13,9,22,1659689,1087379,2747068,106867,39727,2600473,109981,36613,146594,76462,24592,101054,77323,26605,103928,1015,2300,3315,32504,9721,42225,0,0,0,200676,76554,277229,140886,47136,188023,210709,80382,291091,1005,2308,3312,1005,2308,3312,0,0,0,90824,38925,129748,1043,156,1199,426,58,484,92293,39138,131432,107378,35108,142485,0,0,0,0,0,0,0,0,0,107378,35108,142485,0,0,0,244995,5007,3897,-30905,-10523,-41428,-90694,-39941,-130635,-100728,-43769,-144496
2005,South Loup River,504,16,11,27,1995316,1328975,3324291,117419,43649,3163223,123027,38041,161069,91114,24293,115407,97256,30272,127528,1214,4043,5258,30699,9705,40404,0,0,0,247142,90638,337780,153556,47497,201053,259499,95170,354669,1219,3994,5213,1219,3994,5213,0,0,0,122808,52632,175441,1041,155,1196,435,58,494,124285,52846,177130,121639,33797,155436,0,0,0,0,0,0,0,0,0,121639,33797,155436,0,0,0,252860,5046,3947,-30529,-9456,-39984,-124114,-52597,-176711,-136471,-57129,-193600
2006,South Loup River,504,7,9,16,889977,1135890,2025867,99183,36871,1889812,106756,29298,136054,75123,14183,89306,75123,14183,89306,285,4558,4843,31348,10557,41905,0,0,0,248795,91097,339891,135747,40237,175984,261234,95651,356886,284,4581,4865,284,4581,4865,0,0,0,142746,61177,203923,1038,155,1193,611,85,696,144396,61417,205813,104115,25099,129213,0,0,0,0,0,0,0,0,0,104115,25099,129213,0,0,0,257598,5061,3973,-28991,-10939,-39929,-142038,-61799,-203837,-154478,-66354,-220831
2007,South Loup River,504,27,7,34,3327022,905450,4232472,148345,55146,4028981,150735,52756,203491,118455,38933,157388,171133,44647,215780,64,3109,3173,32216,10714,42930,0,0,0,236203,87474,323677,184998,62954,247952,248013,91848,339861,64,3050,3114,64,3050,3114,0,0,0,81600,34971,116571,1036,155,1190,785,109,894,83421,35235,118656,152718,49190,201908,0,0,0,0,0,0,0,0,0,152718,49190,201908,0,0,0,260692,5082,3987,-34263,-10197,-44460,-85468,-34718,-120186,-97278,-39092,-136370
2008,South Loup River,504,20,10,30,2446466,1222025,3668491,137798,51225,3479466,135661,53363,189024,102322,40095,142417,120426,46490,166916,242,2801,3043,33097,10467,43564,0,0,0,203447,78963,282410,163288,58576,221864,213619,82911,296530,236,2747,2983,236,2747,2983,0,0,0,71380,30592,101972,1033,154,1187,842,109,950,73255,30854,104109,129955,45362,175317,0,0,0,0,0,0,0,0,0,129955,45362,175317,0,0,0,262161,5094,3993,-27627,-5213,-32840,-67785,-25600,-93386,-77958,-29549,-107506
2009,South Loup River,504,17,14,30,2065417,1674876,3740293,164018,60972,3515302,160392,64597,224989,126486,53416,179902,127237,72302,199539,399,1110,1509,33507,10071,43578,0,0,0,197991,89734,287725,180280,78397,258677,207891,94220,302111,393,1091,1485,393,1091,1485,0,0,0,49331,21142,70473,1046,157,1204,842,109,950,51219,21408,72627,146379,67235,213614,0,0,0,0,0,0,0,0,0,146379,67235,213614,0,0,0,262326,5081,4008,-19888,-13800,-33687,-37600,-25136,-62736,-47499,-29623,-77122
2010,South Loup River,504,16,16,32,1965296,1964428,3929724,164060,60988,3704676,151307,73741,225049,118305,63493,181798,119893,91155,211048,1280,974,2255,31722,9274,40996,0,0,0,196910,85636,282545,169475,70102,239577,206755,89917,296673,1255,964,2219,1255,964,2219,0,0,0,57264,24542,81806,1051,157,1208,842,109,950,59157,24807,83964,136498,59864,196362,0,0,0,0,0,0,0,0,0,136498,59864,196362,0,0,0,262858,5081,4008,-18167,3639,-14529,-45602,-11894,-57497,-55448,-16176,-71624
2011,South Loup River,504,15,8,23,1848809,1023495,2872304,159289,59214,2653800,170260,48242,218503,139069,35985,175054,140532,36214,176746,792,2482,3275,30399,9775,40174,0,0,0,237878,76961,314839,187770,52790,240561,249772,80809,330580,776,2435,3211,776,2435,3211,0,0,0,78572,33674,112246,1049,157,1206,885,115,1000,80507,33945,114452,156596,40580,197176,0,0,0,0,0,0,0,0,0,156596,40580,197176,0,0,0,263731,5081,4008,-17510,-4548,-22058,-67618,-28718,-96336,-79512,-32566,-112078
2012,South Loup River,504,13,2,16,1636704,307116,1943820,137461,51100,1755259,158568,29994,188562,125267,10866,136133,125976,10866,136842,777,7019,7796,32524,12109,44633,0,0,0,353810,116326,470136,185618,42978,228595,371501,122143,493643,797,7156,7952,797,7156,7952,0,0,0,198754,85180,283934,1047,156,1203,916,121,1037,200717,85457,286174,152297,23713,176010,0,0,0,0,0,0,0,0,0,152297,23713,176010,0,0,0,263731,5081,4008,-27049,-12984,-40033,-195242,-86333,-281574,-212932,-92149,-305081
1988,Lower Platte River Above North Bend,601,12,8,20,1146909,718459,1865368,10686,5216,1849465,792965,183311,976276,-102364,-7353,-109717,-85621,-7353,-92974,158,7723,7880,61687,56051,117738,833484,126890,960374,261111,106738,367849,107888,72465,180354,274167,112075,386242,177,8428,8605,177,8428,8605,0,0,0,208858,89511,298369,4132,618,4749,1920,195,2115,214910,90323,305234,46024,7987,54011,0,0,0,-77932,-40583,-118515,0,0,0,46024,7987,54011,0,0,0,338106,5838,3295,685076,110846,795922,531853,76573,608426,518798,71236,590034
1989,Lower Platte River Above North Bend,601,11,7,18,1064559,631946,1696505,173815,84838,1437852,887585,224890,1112475,124337,6651,130988,141890,9978,151868,98,6501,6599,65568,55497,121065,697582,156241,853823,329555,92858,422413,213725,72399,286124,346032,97501,443534,108,7035,7144,108,7035,7144,0,0,0,175326,75140,250466,4151,621,4773,1920,195,2115,181398,75956,257354,148048,9867,157915,0,0,0,148048,815,148863,0,0,0,25530,9867,35397,0,0,0,349541,5897,3370,673860,152491,826351,558030,132032,690062,541552,127389,668941
1990,Lower Platte River Above North Bend,601,16,14,30,1514735,1278426,2793161,143405,69995,2579762,761995,356161,1118156,-9263,119374,110111,202,219293,219495,252,4258,4509,57604,41176,98780,713403,191353,904756,293666,121374,415040,228588,111764,340352,308349,127443,435792,268,4593,4861,268,4593,4861,0,0,0,116570,49958,166528,4174,625,4799,1938,203,2140,122682,50786,173468,170716,65994,236711,0,0,0,170716,65994,236711,0,0,0,10654,38259,48913,0,0,0,369206,6042,3695,533407,244397,777804,468330,234787,703116,453646,228718,682364
1991,Lower Platte River Above North Bend,601,16,7,23,1537353,621956,2159309,142325,69468,1947516,732369,270575,1002944,22096,61268,83364,25128,114447,139575,1280,8329,9609,61274,57546,118820,647719,143432,791151,292986,139321,432307,74605,78891,153495,307636,146287,453923,1425,9083,10508,1425,9083,10508,0,0,0,273235,117101,390336,4205,630,4835,2216,245,2461,279656,117976,397632,11905,12262,24167,0,0,0,-134467,-110960,-245427,0,0,0,11905,12262,24167,0,0,0,378749,6118,3762,657764,191684,849448,439383,131254,570637,424733,124288,549021
1992,Lower Platte River Above North Bend,601,17,15,33,1616103,1438327,3054430,185649,90615,2778167,837089,353326,1190416,121967,90132,212099,134829,100396,235225,335,527,862,47127,16177,63304,667660,246490,914151,492547,168941,661488,511950,175205,687156,517174,177388,694562,368,574,942,368,574,942,0,0,0,21055,9024,30079,4240,635,4875,2428,254,2682,27723,9913,37636,464455,158455,622910,0,0,0,464455,158455,622910,0,0,0,82552,40063,122615,0,0,0,385310,6274,3792,325139,178121,503260,344543,184385,528928,319916,175938,495854
1993,Lower Platte River Above North Bend,601,19,20,39,1811886,1835377,3647263,60105,29337,3557820,804763,644803,1449566,-98915,153480,54565,198200,354287,552487,1474,1010,2484,23586,8807,32393,878618,481506,1360124,392210,129233,521443,364147,117898,482044,411820,135695,547515,1605,1074,2679,1605,1074,2679,0,0,0,44912,19248,64161,4275,640,4915,2462,254,2716,51649,20142,71792,338956,108016,446972,0,0,0,338956,108016,446972,0,0,0,0,31606,31606,0,0,0,390718,6313,3826,440616,526905,967522,412553,515570,928123,392943,509108,902051
1994,Lower Platte River Above North Bend,601,11,15,26,1014783,1403976,2418759,-3686,-1799,2424244,737117,270866,1007983,-94181,26976,-67205,-6566,41606,35040,324,2634,2958,28784,29978,58762,802190,211278,1013468,267472,116379,383851,214485,113317,327802,280845,122198,403043,354,2781,3135,354,2781,3135,0,0,0,74989,32138,107128,4309,646,4955,2472,256,2728,81770,33040,114810,185347,80558,265906,0,0,0,185347,80558,265906,0,0,0,0,16085,16085,0,0,0,393537,6327,3846,522632,157548,680180,469646,154486,624132,456272,148667,604940
